context: Father, please speak. response:	I am giving you a golden lotus.
context: Zhe Yan and Qing Qiu are like one.\Ever since Bai Zhi took over as Fox King\he has not interfered in the grudges between Celestials, Demons, and Ghosts.\He has preserved the peace\that has existed in Qing Qiu for hundreds of thousands of years.\Yes, our Zhe Yan told us\not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods. response:	Ghost Lord, the forest is full of the corpses of the rebel soldiers.
context: Ever since Bai Zhi took over as Fox King\he has not interfered in the grudges between Celestials, Demons, and Ghosts.\He has preserved the peace\that has existed in Qing Qiu for hundreds of thousands of years.\Yes, our Zhe Yan told us\not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers. response:	Is that your doing?
context: he has not interfered in the grudges between Celestials, Demons, and Ghosts.\He has preserved the peace\that has existed in Qing Qiu for hundreds of thousands of years.\Yes, our Zhe Yan told us\not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing? response:	We were lost. They came out of nowhere and attacked us.
context: He has preserved the peace\that has existed in Qing Qiu for hundreds of thousands of years.\Yes, our Zhe Yan told us\not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing?\We were lost. They came out of nowhere and attacked us. response:	They didn't say a word, they just came at us with swords.
context: that has existed in Qing Qiu for hundreds of thousands of years.\Yes, our Zhe Yan told us\not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing?\We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords. response:	We did it to save our own lives.
context: Yes, our Zhe Yan told us\not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing?\We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords.\We did it to save our own lives. response:	Rightful deaths.
context: not to get involved in the affairs of Celestials, Demons, and Ghosts\to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing?\We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords.\We did it to save our own lives.\Rightful deaths. response:	I pursued them all the way here in order to keep a few alive for interrogation.
context: to allow peace and quiet in Ten-mile Peach Tree Woods.\Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing?\We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords.\We did it to save our own lives.\Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation. response:	Yet, you two killed them all.
context: Ghost Lord, the forest is full of the corpses of the rebel soldiers.\Is that your doing?\We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords.\We did it to save our own lives.\Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all. response:	That's all right.
context: Is that your doing?\We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords.\We did it to save our own lives.\Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all.\That's all right. response:	From this day forth, whoever dares stand in my way in this world...
context: We were lost. They came out of nowhere and attacked us.\They didn't say a word, they just came at us with swords.\We did it to save our own lives.\Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all.\That's all right.\From this day forth, whoever dares stand in my way in this world... response:	will meet the same end.
context: They didn't say a word, they just came at us with swords.\We did it to save our own lives.\Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all.\That's all right.\From this day forth, whoever dares stand in my way in this world...\will meet the same end. response:	Yes, absolutely. We shall take our leave now.
context: We did it to save our own lives.\Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all.\That's all right.\From this day forth, whoever dares stand in my way in this world...\will meet the same end.\Yes, absolutely. We shall take our leave now. response:	Golden Tiger.
context: Rightful deaths.\I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all.\That's all right.\From this day forth, whoever dares stand in my way in this world...\will meet the same end.\Yes, absolutely. We shall take our leave now.\Golden Tiger. response:	You are our guests.
context: I pursued them all the way here in order to keep a few alive for interrogation.\Yet, you two killed them all.\That's all right.\From this day forth, whoever dares stand in my way in this world...\will meet the same end.\Yes, absolutely. We shall take our leave now.\Golden Tiger.\You are our guests. response:	You two are invited as guests to Grand Ziming Palace.
context: Yet, you two killed them all.\That's all right.\From this day forth, whoever dares stand in my way in this world...\will meet the same end.\Yes, absolutely. We shall take our leave now.\Golden Tiger.\You are our guests.\You two are invited as guests to Grand Ziming Palace. response:	Head back to the palace.
context: That's all right.\From this day forth, whoever dares stand in my way in this world...\will meet the same end.\Yes, absolutely. We shall take our leave now.\Golden Tiger.\You are our guests.\You two are invited as guests to Grand Ziming Palace.\Head back to the palace. response:	Why is the Ghost Lord taking us back to the palace?
context: From this day forth, whoever dares stand in my way in this world...\will meet the same end.\Yes, absolutely. We shall take our leave now.\Golden Tiger.\You are our guests.\You two are invited as guests to Grand Ziming Palace.\Head back to the palace.\Why is the Ghost Lord taking us back to the palace? response:	Could Zhe Yan have offended him?
context: will meet the same end.\Yes, absolutely. We shall take our leave now.\Golden Tiger.\You are our guests.\You two are invited as guests to Grand Ziming Palace.\Head back to the palace.\Why is the Ghost Lord taking us back to the palace?\Could Zhe Yan have offended him? response:	But this is Grand Ziming Palace.
context: Yes, absolutely. We shall take our leave now.\Golden Tiger.\You are our guests.\You two are invited as guests to Grand Ziming Palace.\Head back to the palace.\Why is the Ghost Lord taking us back to the palace?\Could Zhe Yan have offended him?\But this is Grand Ziming Palace. response:	Celestial disciples cannot use our powers here.
