context: I can't see Yano. response:	Summer vacation is so boring.
context: Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset response:	and your back that I would never see again.
context: The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again. response:	The sun that slowly, slowly sets in the distance.
context: Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\The sun that slowly, slowly sets in the distance. response:	Right now, I'm being drenched by this rain.
context: When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain. response:	Is it all right if I cry now?
context: I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain.\Is it all right if I cry now? response:	You're no longer here.
context: Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain.\Is it all right if I cry now?\You're no longer here. response:	Even if my tears begin to overflow, don't stop them.
context: I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain.\Is it all right if I cry now?\You're no longer here.\Even if my tears begin to overflow, don't stop them. response:	Rain, freeze me down to my heart.
context: I continued to watch the last sunset\and your back that I would never see again.\The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain.\Is it all right if I cry now?\You're no longer here.\Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart. response:	I just want to silently fade into nothingness.
context: and your back that I would never see again.\The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain.\Is it all right if I cry now?\You're no longer here.\Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart.\I just want to silently fade into nothingness. response:	Stop the sunset. Don't sing right now.
context: The sun that slowly, slowly sets in the distance.\Right now, I'm being drenched by this rain.\Is it all right if I cry now?\You're no longer here.\Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart.\I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now. response:	The sun casts sad colors as it sinks into the ocean.
context: Right now, I'm being drenched by this rain.\Is it all right if I cry now?\You're no longer here.\Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart.\I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean. response:	Just let me stay here alone forever.
context: Is it all right if I cry now?\You're no longer here.\Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart.\I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever. response:	Make it so the sun never sets.
context: You're no longer here.\Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart.\I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever.\Make it so the sun never sets. response:	Episode 4 Preview...
context: Even if my tears begin to overflow, don't stop them.\Rain, freeze me down to my heart.\I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever.\Make it so the sun never sets.\Episode 4 Preview... response:	Is it my imagination...
context: Rain, freeze me down to my heart.\I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever.\Make it so the sun never sets.\Episode 4 Preview...\Is it my imagination... response:	Since the day we had the steamed meat buns together.
context: I just want to silently fade into nothingness.\Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever.\Make it so the sun never sets.\Episode 4 Preview...\Is it my imagination...\Since the day we had the steamed meat buns together. response:	You don't have to be so protective of me like before.
context: Stop the sunset. Don't sing right now.\The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever.\Make it so the sun never sets.\Episode 4 Preview...\Is it my imagination...\Since the day we had the steamed meat buns together.\You don't have to be so protective of me like before. response:	I don't understand...
context: The sun casts sad colors as it sinks into the ocean.\Just let me stay here alone forever.\Make it so the sun never sets.\Episode 4 Preview...\Is it my imagination...\Since the day we had the steamed meat buns together.\You don't have to be so protective of me like before.\I don't understand... response:	I don't understand Yano...
context: Just let me stay here alone forever.\Make it so the sun never sets.\Episode 4 Preview...\Is it my imagination...\Since the day we had the steamed meat buns together.\You don't have to be so protective of me like before.\I don't understand...\I don't understand Yano... response:	I wonder if we'll be able to talk like we did before...
context: Make it so the sun never sets.\Episode 4 Preview...\Is it my imagination...\Since the day we had the steamed meat buns together.\You don't have to be so protective of me like before.\I don't understand...\I don't understand Yano...\I wonder if we'll be able to talk like we did before... response:	I'll only say this once, so listen carefully.
context: Episode 4 Preview...\Is it my imagination...\Since the day we had the steamed meat buns together.\You don't have to be so protective of me like before.\I don't understand...\I don't understand Yano...\I wonder if we'll be able to talk like we did before...\I'll only say this once, so listen carefully. response:	I love you.
