context: Huh? response:	The bread I'd bought is gone and has been replaced by three 100-yen coins.
context: You yourself were overcome with combativeness against Rin, Shirou!\When the person in the next cage answers you hit for hit, you get worked up.\And seriously, you're way too good at batting, Tohsaka.\Do you do pushups before going to bed or something?\Y-Yes, I do.\What's wrong with that?\Uh, nothing...\Good game. response:	I'm surprised. I had no idea you'd gone to all this trouble.
context: When the person in the next cage answers you hit for hit, you get worked up.\And seriously, you're way too good at batting, Tohsaka.\Do you do pushups before going to bed or something?\Y-Yes, I do.\What's wrong with that?\Uh, nothing...\Good game.\I'm surprised. I had no idea you'd gone to all this trouble. response:	Of course. I asked you out, so I had to pull out the stops.
context: And seriously, you're way too good at batting, Tohsaka.\Do you do pushups before going to bed or something?\Y-Yes, I do.\What's wrong with that?\Uh, nothing...\Good game.\I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops. response:	Oh, this clears up one mystery.
context: Do you do pushups before going to bed or something?\Y-Yes, I do.\What's wrong with that?\Uh, nothing...\Good game.\I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery. response:	This is what you used the bread for.
context: Y-Yes, I do.\What's wrong with that?\Uh, nothing...\Good game.\I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery.\This is what you used the bread for. response:	I assumed you got hungry in the middle of the night and ate the whole loaf.
context: What's wrong with that?\Uh, nothing...\Good game.\I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery.\This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf. response:	Emiya-kun?
context: Uh, nothing...\Good game.\I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery.\This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun? response:	Shut your mouth, and let's eat.
context: Good game.\I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery.\This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun?\Shut your mouth, and let's eat. response:	Oh. Right.
context: I'm surprised. I had no idea you'd gone to all this trouble.\Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery.\This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun?\Shut your mouth, and let's eat.\Oh. Right. response:	Let's eat!
context: Of course. I asked you out, so I had to pull out the stops.\Oh, this clears up one mystery.\This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun?\Shut your mouth, and let's eat.\Oh. Right.\Let's eat! response:	Thank you for the meal, Rin.
context: Oh, this clears up one mystery.\This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun?\Shut your mouth, and let's eat.\Oh. Right.\Let's eat!\Thank you for the meal, Rin. response:	What, you don't like spicy food, Shirou?
context: This is what you used the bread for.\I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun?\Shut your mouth, and let's eat.\Oh. Right.\Let's eat!\Thank you for the meal, Rin.\What, you don't like spicy food, Shirou? response:	No, I'm okay.
context: I assumed you got hungry in the middle of the night and ate the whole loaf.\Emiya-kun?\Shut your mouth, and let's eat.\Oh. Right.\Let's eat!\Thank you for the meal, Rin.\What, you don't like spicy food, Shirou?\No, I'm okay. response:	The seasoning is intense, but this is really good!
context: Emiya-kun?\Shut your mouth, and let's eat.\Oh. Right.\Let's eat!\Thank you for the meal, Rin.\What, you don't like spicy food, Shirou?\No, I'm okay.\The seasoning is intense, but this is really good! response:	Oh? I'm glad.
context: Shut your mouth, and let's eat.\Oh. Right.\Let's eat!\Thank you for the meal, Rin.\What, you don't like spicy food, Shirou?\No, I'm okay.\The seasoning is intense, but this is really good!\Oh? I'm glad. response:	You have some sauce on your face.
context: Oh. Right.\Let's eat!\Thank you for the meal, Rin.\What, you don't like spicy food, Shirou?\No, I'm okay.\The seasoning is intense, but this is really good!\Oh? I'm glad.\You have some sauce on your face. response:	Shall I get that for you?
context: Let's eat!\Thank you for the meal, Rin.\What, you don't like spicy food, Shirou?\No, I'm okay.\The seasoning is intense, but this is really good!\Oh? I'm glad.\You have some sauce on your face.\Shall I get that for you? response:	Wh-Why would you say that?!
context: Thank you for the meal, Rin.\What, you don't like spicy food, Shirou?\No, I'm okay.\The seasoning is intense, but this is really good!\Oh? I'm glad.\You have some sauce on your face.\Shall I get that for you?\Wh-Why would you say that?! response:	Oops, maybe I took the joke too far.
context: What, you don't like spicy food, Shirou?\No, I'm okay.\The seasoning is intense, but this is really good!\Oh? I'm glad.\You have some sauce on your face.\Shall I get that for you?\Wh-Why would you say that?!\Oops, maybe I took the joke too far. response:	Sorry! I knew exactly the reaction I'd get, so I couldn't help myself.
context: No, I'm okay.\The seasoning is intense, but this is really good!\Oh? I'm glad.\You have some sauce on your face.\Shall I get that for you?\Wh-Why would you say that?!\Oops, maybe I took the joke too far.\Sorry! I knew exactly the reaction I'd get, so I couldn't help myself. response:	Whatever. But just you wait.
context: The seasoning is intense, but this is really good!\Oh? I'm glad.\You have some sauce on your face.\Shall I get that for you?\Wh-Why would you say that?!\Oops, maybe I took the joke too far.\Sorry! I knew exactly the reaction I'd get, so I couldn't help myself.\Whatever. But just you wait. response:	I'll be totally unflappable starting tomorrow.
context: Oh? I'm glad.\You have some sauce on your face.\Shall I get that for you?\Wh-Why would you say that?!\Oops, maybe I took the joke too far.\Sorry! I knew exactly the reaction I'd get, so I couldn't help myself.\Whatever. But just you wait.\I'll be totally unflappable starting tomorrow. response:	Oh, so that means I can go after you with no holds barred starting tomorrow?
context: You have some sauce on your face.\Shall I get that for you?\Wh-Why would you say that?!\Oops, maybe I took the joke too far.\Sorry! I knew exactly the reaction I'd get, so I couldn't help myself.\Whatever. But just you wait.\I'll be totally unflappable starting tomorrow.\Oh, so that means I can go after you with no holds barred starting tomorrow? response:	What a relief! I was so sick of taking it easy on you!
context: Shall I get that for you?\Wh-Why would you say that?!\Oops, maybe I took the joke too far.\Sorry! I knew exactly the reaction I'd get, so I couldn't help myself.\Whatever. But just you wait.\I'll be totally unflappable starting tomorrow.\Oh, so that means I can go after you with no holds barred starting tomorrow?\What a relief! I was so sick of taking it easy on you! response:	Uh, I take that back.
context: Wh-Why would you say that?!\Oops, maybe I took the joke too far.\Sorry! I knew exactly the reaction I'd get, so I couldn't help myself.\Whatever. But just you wait.\I'll be totally unflappable starting tomorrow.\Oh, so that means I can go after you with no holds barred starting tomorrow?\What a relief! I was so sick of taking it easy on you!\Uh, I take that back. response:	I'll need a little more time, so if you could keep it at our current level, that would be great.
