context: The Third Plate response:	One
context: Y-Yes...\Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby.\Oh, I see!\I'm glad to hear that.\Oh, and my booth will be serving...\Chinese.\What?! response:	Huh?
context: Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby.\Oh, I see!\I'm glad to hear that.\Oh, and my booth will be serving...\Chinese.\What?!\Huh? response:	Do you remember when we had to make
context: no one wants to set up their booth nearby.\Oh, I see!\I'm glad to hear that.\Oh, and my booth will be serving...\Chinese.\What?!\Huh?\Do you remember when we had to make response:	200 servings of breakfast at the camp from hell?
context: Oh, I see!\I'm glad to hear that.\Oh, and my booth will be serving...\Chinese.\What?!\Huh?\Do you remember when we had to make\200 servings of breakfast at the camp from hell? response:	That time, I managed to pass by the skin of my teeth.
context: I'm glad to hear that.\Oh, and my booth will be serving...\Chinese.\What?!\Huh?\Do you remember when we had to make\200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth. response:	A lot of that was thanks to
context: Oh, and my booth will be serving...\Chinese.\What?!\Huh?\Do you remember when we had to make\200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to response:	my being able to get customers lined up for you to peel off.
context: Chinese.\What?!\Huh?\Do you remember when we had to make\200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to\my being able to get customers lined up for you to peel off. response:	Hey, now that I think about it,
context: What?!\Huh?\Do you remember when we had to make\200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to\my being able to get customers lined up for you to peel off.\Hey, now that I think about it, response:	I was able to survive camp thanks to you, in a way.
context: Huh?\Do you remember when we had to make\200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to\my being able to get customers lined up for you to peel off.\Hey, now that I think about it,\I was able to survive camp thanks to you, in a way. response:	Thanks, Nakiri!
context: Do you remember when we had to make\200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to\my being able to get customers lined up for you to peel off.\Hey, now that I think about it,\I was able to survive camp thanks to you, in a way.\Thanks, Nakiri! response:	Don't make fun of me!
context: 200 servings of breakfast at the camp from hell?\That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to\my being able to get customers lined up for you to peel off.\Hey, now that I think about it,\I was able to survive camp thanks to you, in a way.\Thanks, Nakiri!\Don't make fun of me! response:	I don't need your thanks!
context: That time, I managed to pass by the skin of my teeth.\A lot of that was thanks to\my being able to get customers lined up for you to peel off.\Hey, now that I think about it,\I was able to survive camp thanks to you, in a way.\Thanks, Nakiri!\Don't make fun of me!\I don't need your thanks! response:	I won't take any insults!
context: A lot of that was thanks to\my being able to get customers lined up for you to peel off.\Hey, now that I think about it,\I was able to survive camp thanks to you, in a way.\Thanks, Nakiri!\Don't make fun of me!\I don't need your thanks!\I won't take any insults! response:	Just like that time,
context: my being able to get customers lined up for you to peel off.\Hey, now that I think about it,\I was able to survive camp thanks to you, in a way.\Thanks, Nakiri!\Don't make fun of me!\I don't need your thanks!\I won't take any insults!\Just like that time, response:	I'll steal all the customers who show up for Kuga-senpai's Chinese food!
context: Hey, now that I think about it,\I was able to survive camp thanks to you, in a way.\Thanks, Nakiri!\Don't make fun of me!\I don't need your thanks!\I won't take any insults!\Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food! response:	That's the only way I can steal a win!
context: I was able to survive camp thanks to you, in a way.\Thanks, Nakiri!\Don't make fun of me!\I don't need your thanks!\I won't take any insults!\Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win! response:	Accepted
context: Thanks, Nakiri!\Don't make fun of me!\I don't need your thanks!\I won't take any insults!\Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win!\Accepted response:	Your application form's been accepted.
context: Don't make fun of me!\I don't need your thanks!\I won't take any insults!\Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win!\Accepted\Your application form's been accepted. response:	Thanks.
context: I don't need your thanks!\I won't take any insults!\Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win!\Accepted\Your application form's been accepted.\Thanks. response:	The stage is now set.
context: I won't take any insults!\Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win!\Accepted\Your application form's been accepted.\Thanks.\The stage is now set. response:	Guess I'll be challenging that explosive spiciness of his!
context: Just like that time,\I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win!\Accepted\Your application form's been accepted.\Thanks.\The stage is now set.\Guess I'll be challenging that explosive spiciness of his! response:	Yukihira-kun...
context: I'll steal all the customers who show up for Kuga-senpai's Chinese food!\That's the only way I can steal a win!\Accepted\Your application form's been accepted.\Thanks.\The stage is now set.\Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun... response:	About the booths. Just in case,
context: That's the only way I can steal a win!\Accepted\Your application form's been accepted.\Thanks.\The stage is now set.\Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun...\About the booths. Just in case, response:	you know you'll get expelled if your booth loses money, right?
context: Accepted\Your application form's been accepted.\Thanks.\The stage is now set.\Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun...\About the booths. Just in case,\you know you'll get expelled if your booth loses money, right? response:	What?
context: Your application form's been accepted.\Thanks.\The stage is now set.\Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun...\About the booths. Just in case,\you know you'll get expelled if your booth loses money, right?\What? response:	Expelled?!
context: Thanks.\The stage is now set.\Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun...\About the booths. Just in case,\you know you'll get expelled if your booth loses money, right?\What?\Expelled?! response:	Yukihira Soma?
context: The stage is now set.\Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun...\About the booths. Just in case,\you know you'll get expelled if your booth loses money, right?\What?\Expelled?!\Yukihira Soma? response:	Yeah, that's the one.
context: Guess I'll be challenging that explosive spiciness of his!\Yukihira-kun...\About the booths. Just in case,\you know you'll get expelled if your booth loses money, right?\What?\Expelled?!\Yukihira Soma?\Yeah, that's the one. response:	He made a big speech about how he's going to challenge Kuga
context: Yukihira-kun...\About the booths. Just in case,\you know you'll get expelled if your booth loses money, right?\What?\Expelled?!\Yukihira Soma?\Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga response:	at the Moon Festival.
context: About the booths. Just in case,\you know you'll get expelled if your booth loses money, right?\What?\Expelled?!\Yukihira Soma?\Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga\at the Moon Festival. response:	Hmm.
context: you know you'll get expelled if your booth loses money, right?\What?\Expelled?!\Yukihira Soma?\Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga\at the Moon Festival.\Hmm. response:	What, Tsukasa?
context: What?\Expelled?!\Yukihira Soma?\Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga\at the Moon Festival.\Hmm.\What, Tsukasa? response:	At least pretend you're interested.
context: Expelled?!\Yukihira Soma?\Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga\at the Moon Festival.\Hmm.\What, Tsukasa?\At least pretend you're interested. response:	That's the least of my concerns right now.
context: Yukihira Soma?\Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga\at the Moon Festival.\Hmm.\What, Tsukasa?\At least pretend you're interested.\That's the least of my concerns right now. response:	Will my booth's interior be finished on schedule?
context: Yeah, that's the one.\He made a big speech about how he's going to challenge Kuga\at the Moon Festival.\Hmm.\What, Tsukasa?\At least pretend you're interested.\That's the least of my concerns right now.\Will my booth's interior be finished on schedule? response:	Will it be to specifications?
context: He made a big speech about how he's going to challenge Kuga\at the Moon Festival.\Hmm.\What, Tsukasa?\At least pretend you're interested.\That's the least of my concerns right now.\Will my booth's interior be finished on schedule?\Will it be to specifications? response:	Will anything break?
context: at the Moon Festival.\Hmm.\What, Tsukasa?\At least pretend you're interested.\That's the least of my concerns right now.\Will my booth's interior be finished on schedule?\Will it be to specifications?\Will anything break? response:	I'm so worried.
context: Hmm.\What, Tsukasa?\At least pretend you're interested.\That's the least of my concerns right now.\Will my booth's interior be finished on schedule?\Will it be to specifications?\Will anything break?\I'm so worried. response:	You're such a scaredy cat!
context: What, Tsukasa?\At least pretend you're interested.\That's the least of my concerns right now.\Will my booth's interior be finished on schedule?\Will it be to specifications?\Will anything break?\I'm so worried.\You're such a scaredy cat! response:	But you'd agree with me that the Moon Festival
context: At least pretend you're interested.\That's the least of my concerns right now.\Will my booth's interior be finished on schedule?\Will it be to specifications?\Will anything break?\I'm so worried.\You're such a scaredy cat!\But you'd agree with me that the Moon Festival response:	now has another main attraction, wouldn't you?
context: That's the least of my concerns right now.\Will my booth's interior be finished on schedule?\Will it be to specifications?\Will anything break?\I'm so worried.\You're such a scaredy cat!\But you'd agree with me that the Moon Festival\now has another main attraction, wouldn't you? response:	Totsuki
context: Will my booth's interior be finished on schedule?\Will it be to specifications?\Will anything break?\I'm so worried.\You're such a scaredy cat!\But you'd agree with me that the Moon Festival\now has another main attraction, wouldn't you?\Totsuki response:	Food Wars
context: Will it be to specifications?\Will anything break?\I'm so worried.\You're such a scaredy cat!\But you'd agree with me that the Moon Festival\now has another main attraction, wouldn't you?\Totsuki\Food Wars response:	The Third Plate
context: Will anything break?\I'm so worried.\You're such a scaredy cat!\But you'd agree with me that the Moon Festival\now has another main attraction, wouldn't you?\Totsuki\Food Wars\The Third Plate response:	Next Episode: Ma and La
context: I'm so worried.\You're such a scaredy cat!\But you'd agree with me that the Moon Festival\now has another main attraction, wouldn't you?\Totsuki\Food Wars\The Third Plate\Next Episode: Ma and La response:	I hope you savor the next episode!
