context: The Third Plate response:	Twenty
context: Underlings should stay quiet!\Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue?\What?!\Dad!\Dad, say something!\Don't cheat!\Dragging Saiba-sama into this is against the rules! response:	I'm proud of you.
context: Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue?\What?!\Dad!\Dad, say something!\Don't cheat!\Dragging Saiba-sama into this is against the rules!\I'm proud of you. response:	I didn't think you'd stand up to your pig-headed dad!
context: Are you saying you can't respect the god tongue?\What?!\Dad!\Dad, say something!\Don't cheat!\Dragging Saiba-sama into this is against the rules!\I'm proud of you.\I didn't think you'd stand up to your pig-headed dad! response:	I may have been influenced by a different family's ways.
context: What?!\Dad!\Dad, say something!\Don't cheat!\Dragging Saiba-sama into this is against the rules!\I'm proud of you.\I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways. response:	Did you set the
context: Dad!\Dad, say something!\Don't cheat!\Dragging Saiba-sama into this is against the rules!\I'm proud of you.\I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways.\Did you set the response:	practice teams as you did yesterday because you saw even this coming?
context: Dad, say something!\Don't cheat!\Dragging Saiba-sama into this is against the rules!\I'm proud of you.\I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways.\Did you set the\practice teams as you did yesterday because you saw even this coming? response:	Oh, I am not clairvoyant.
context: Don't cheat!\Dragging Saiba-sama into this is against the rules!\I'm proud of you.\I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways.\Did you set the\practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant. response:	I just wanted her to learn something from those two.
context: Dragging Saiba-sama into this is against the rules!\I'm proud of you.\I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways.\Did you set the\practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant.\I just wanted her to learn something from those two. response:	Always the educator.
context: I'm proud of you.\I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways.\Did you set the\practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant.\I just wanted her to learn something from those two.\Always the educator. response:	Well, after hearing Nakiri say it like that,
context: I didn't think you'd stand up to your pig-headed dad!\I may have been influenced by a different family's ways.\Did you set the\practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant.\I just wanted her to learn something from those two.\Always the educator.\Well, after hearing Nakiri say it like that, response:	I guess we all need to bet our lives on this thing!
context: I may have been influenced by a different family's ways.\Did you set the\practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant.\I just wanted her to learn something from those two.\Always the educator.\Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing! response:	All right!
context: Did you set the\practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant.\I just wanted her to learn something from those two.\Always the educator.\Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing!\All right! response:	Guys, bring out your student handbooks!
context: practice teams as you did yesterday because you saw even this coming?\Oh, I am not clairvoyant.\I just wanted her to learn something from those two.\Always the educator.\Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing!\All right!\Guys, bring out your student handbooks! response:	Here!
context: Oh, I am not clairvoyant.\I just wanted her to learn something from those two.\Always the educator.\Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing!\All right!\Guys, bring out your student handbooks!\Here! response:	You were the first one to rev us up
context: I just wanted her to learn something from those two.\Always the educator.\Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing!\All right!\Guys, bring out your student handbooks!\Here!\You were the first one to rev us up response:	by telling us to survive the advancement exams.
context: Always the educator.\Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing!\All right!\Guys, bring out your student handbooks!\Here!\You were the first one to rev us up\by telling us to survive the advancement exams. response:	You're our rallying cry.
context: Well, after hearing Nakiri say it like that,\I guess we all need to bet our lives on this thing!\All right!\Guys, bring out your student handbooks!\Here!\You were the first one to rev us up\by telling us to survive the advancement exams.\You're our rallying cry. response:	Our lives are in your hands, Nakiri.
context: I guess we all need to bet our lives on this thing!\All right!\Guys, bring out your student handbooks!\Here!\You were the first one to rev us up\by telling us to survive the advancement exams.\You're our rallying cry.\Our lives are in your hands, Nakiri. response:	Leave it to me!
context: All right!\Guys, bring out your student handbooks!\Here!\You were the first one to rev us up\by telling us to survive the advancement exams.\You're our rallying cry.\Our lives are in your hands, Nakiri.\Leave it to me! response:	Totsuki
context: Guys, bring out your student handbooks!\Here!\You were the first one to rev us up\by telling us to survive the advancement exams.\You're our rallying cry.\Our lives are in your hands, Nakiri.\Leave it to me!\Totsuki response:	Next Episode The Pioneer of the Wastelands
context: Here!\You were the first one to rev us up\by telling us to survive the advancement exams.\You're our rallying cry.\Our lives are in your hands, Nakiri.\Leave it to me!\Totsuki\Next Episode The Pioneer of the Wastelands response:	Food Wars
context: You were the first one to rev us up\by telling us to survive the advancement exams.\You're our rallying cry.\Our lives are in your hands, Nakiri.\Leave it to me!\Totsuki\Next Episode The Pioneer of the Wastelands\Food Wars response:	The Third Plate
context: by telling us to survive the advancement exams.\You're our rallying cry.\Our lives are in your hands, Nakiri.\Leave it to me!\Totsuki\Next Episode The Pioneer of the Wastelands\Food Wars\The Third Plate response:	We were at a crossroads named departure.
