context: Science Fell in Love, So I Tried to Prove It response:	All right, Himuro.
context: I prepared a fashionable candle!\This should achieve the highest value for brightness!\Um...\Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet...\Mood Value\When there's a third party...\the mood drops by negative ten thousand points! response:	Sorry to interrupt. I'd like to lock up the roof before it gets dark.
context: This should achieve the highest value for brightness!\Um...\Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet...\Mood Value\When there's a third party...\the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark. response:	Now there's another one!
context: Um...\Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet...\Mood Value\When there's a third party...\the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one! response:	Oh? This is where you two have been?
context: Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet...\Mood Value\When there's a third party...\the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one!\Oh? This is where you two have been? response:	And now we even have an overabundance of muscle!
context: Oh. Sorry if you haven't yet...\Mood Value\When there's a third party...\the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one!\Oh? This is where you two have been?\And now we even have an overabundance of muscle! response:	Curses! Is this the end?
context: Mood Value\When there's a third party...\the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one!\Oh? This is where you two have been?\And now we even have an overabundance of muscle!\Curses! Is this the end? response:	There is no hope of restoring the mood.
context: When there's a third party...\the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one!\Oh? This is where you two have been?\And now we even have an overabundance of muscle!\Curses! Is this the end?\There is no hope of restoring the mood. response:	This experiment was a failure.
context: the mood drops by negative ten thousand points!\Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one!\Oh? This is where you two have been?\And now we even have an overabundance of muscle!\Curses! Is this the end?\There is no hope of restoring the mood.\This experiment was a failure. response:	Our carefully detailed plan...
context: Sorry to interrupt. I'd like to lock up the roof before it gets dark.\Now there's another one!\Oh? This is where you two have been?\And now we even have an overabundance of muscle!\Curses! Is this the end?\There is no hope of restoring the mood.\This experiment was a failure.\Our carefully detailed plan... response:	The theory we devoted so much time to composing...
context: Now there's another one!\Oh? This is where you two have been?\And now we even have an overabundance of muscle!\Curses! Is this the end?\There is no hope of restoring the mood.\This experiment was a failure.\Our carefully detailed plan...\The theory we devoted so much time to composing... response:	Oh, honestly!
context: Oh? This is where you two have been?\And now we even have an overabundance of muscle!\Curses! Is this the end?\There is no hope of restoring the mood.\This experiment was a failure.\Our carefully detailed plan...\The theory we devoted so much time to composing...\Oh, honestly! response:	I don't care about mood anymore! Hurry up and kiss me!
context: And now we even have an overabundance of muscle!\Curses! Is this the end?\There is no hope of restoring the mood.\This experiment was a failure.\Our carefully detailed plan...\The theory we devoted so much time to composing...\Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me! response:	Y-You're the one who said mood was necessary!
context: Curses! Is this the end?\There is no hope of restoring the mood.\This experiment was a failure.\Our carefully detailed plan...\The theory we devoted so much time to composing...\Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary! response:	Your execution is entirely too poor!
context: There is no hope of restoring the mood.\This experiment was a failure.\Our carefully detailed plan...\The theory we devoted so much time to composing...\Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary!\Your execution is entirely too poor! response:	I-It's not my fault the mood value dropped!
context: This experiment was a failure.\Our carefully detailed plan...\The theory we devoted so much time to composing...\Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary!\Your execution is entirely too poor!\I-It's not my fault the mood value dropped! response:	Well, no, but...
context: Our carefully detailed plan...\The theory we devoted so much time to composing...\Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary!\Your execution is entirely too poor!\I-It's not my fault the mood value dropped!\Well, no, but... response:	Oh, dear...
context: The theory we devoted so much time to composing...\Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary!\Your execution is entirely too poor!\I-It's not my fault the mood value dropped!\Well, no, but...\Oh, dear... response:	Oops. Did I barge in on a young couple?
context: Oh, honestly!\I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary!\Your execution is entirely too poor!\I-It's not my fault the mood value dropped!\Well, no, but...\Oh, dear...\Oops. Did I barge in on a young couple? response:	Apparently, those two aren't dating.
context: I don't care about mood anymore! Hurry up and kiss me!\Y-You're the one who said mood was necessary!\Your execution is entirely too poor!\I-It's not my fault the mood value dropped!\Well, no, but...\Oh, dear...\Oops. Did I barge in on a young couple?\Apparently, those two aren't dating. response:	What? But they're so insistent about needing to kiss...
context: Y-You're the one who said mood was necessary!\Your execution is entirely too poor!\I-It's not my fault the mood value dropped!\Well, no, but...\Oh, dear...\Oops. Did I barge in on a young couple?\Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss... response:	At this rate, we will never be able to kiss!
context: Your execution is entirely too poor!\I-It's not my fault the mood value dropped!\Well, no, but...\Oh, dear...\Oops. Did I barge in on a young couple?\Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss! response:	Well, I don't want to give up, either!
context: I-It's not my fault the mood value dropped!\Well, no, but...\Oh, dear...\Oops. Did I barge in on a young couple?\Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss!\Well, I don't want to give up, either! response:	But, what do you mean to do about this mood value?
context: Well, no, but...\Oh, dear...\Oops. Did I barge in on a young couple?\Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss!\Well, I don't want to give up, either!\But, what do you mean to do about this mood value? response:	W-Well, I mean...
context: Oh, dear...\Oops. Did I barge in on a young couple?\Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss!\Well, I don't want to give up, either!\But, what do you mean to do about this mood value?\W-Well, I mean... response:	It might be an experiment, but it's my first, so...
context: Oops. Did I barge in on a young couple?\Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss!\Well, I don't want to give up, either!\But, what do you mean to do about this mood value?\W-Well, I mean...\It might be an experiment, but it's my first, so... response:	if I have to, I'd prefer a wonderful kiss, but...
context: Apparently, those two aren't dating.\What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss!\Well, I don't want to give up, either!\But, what do you mean to do about this mood value?\W-Well, I mean...\It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but... response:	I don't know anything about romance, so it just isn't possible for me.
context: What? But they're so insistent about needing to kiss...\At this rate, we will never be able to kiss!\Well, I don't want to give up, either!\But, what do you mean to do about this mood value?\W-Well, I mean...\It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me. response:	All the other experiments we performed will go to waste.
context: At this rate, we will never be able to kiss!\Well, I don't want to give up, either!\But, what do you mean to do about this mood value?\W-Well, I mean...\It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste. response:	We just need to hurry up and do it.
context: Well, I don't want to give up, either!\But, what do you mean to do about this mood value?\W-Well, I mean...\It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste.\We just need to hurry up and do it. response:	Come on. Quickly.
context: But, what do you mean to do about this mood value?\W-Well, I mean...\It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste.\We just need to hurry up and do it.\Come on. Quickly. response:	For today...
context: W-Well, I mean...\It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste.\We just need to hurry up and do it.\Come on. Quickly.\For today... response:	I've chosen a spot that seems like it would cause the least damage.
context: It might be an experiment, but it's my first, so...\if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste.\We just need to hurry up and do it.\Come on. Quickly.\For today...\I've chosen a spot that seems like it would cause the least damage. response:	It isn't possible for me?
context: if I have to, I'd prefer a wonderful kiss, but...\I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste.\We just need to hurry up and do it.\Come on. Quickly.\For today...\I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me? response:	Don't base decisions on supposition.
context: I don't know anything about romance, so it just isn't possible for me.\All the other experiments we performed will go to waste.\We just need to hurry up and do it.\Come on. Quickly.\For today...\I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me?\Don't base decisions on supposition. response:	One day...
context: All the other experiments we performed will go to waste.\We just need to hurry up and do it.\Come on. Quickly.\For today...\I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me?\Don't base decisions on supposition.\One day... response:	I will...
context: We just need to hurry up and do it.\Come on. Quickly.\For today...\I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me?\Don't base decisions on supposition.\One day...\I will... response:	give you a kiss of the highest theoretical value.
context: Come on. Quickly.\For today...\I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me?\Don't base decisions on supposition.\One day...\I will...\give you a kiss of the highest theoretical value. response:	Just you wait.
context: For today...\I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me?\Don't base decisions on supposition.\One day...\I will...\give you a kiss of the highest theoretical value.\Just you wait. response:	I will.
context: I've chosen a spot that seems like it would cause the least damage.\It isn't possible for me?\Don't base decisions on supposition.\One day...\I will...\give you a kiss of the highest theoretical value.\Just you wait.\I will. response:	What are they making us watch?
context: It isn't possible for me?\Don't base decisions on supposition.\One day...\I will...\give you a kiss of the highest theoretical value.\Just you wait.\I will.\What are they making us watch? response:	These are the findings.
context: Don't base decisions on supposition.\One day...\I will...\give you a kiss of the highest theoretical value.\Just you wait.\I will.\What are they making us watch?\These are the findings. response:	In the kissing experiment,
context: One day...\I will...\give you a kiss of the highest theoretical value.\Just you wait.\I will.\What are they making us watch?\These are the findings.\In the kissing experiment, response:	the pair with the greatest change in vitals, the best pair is...
context: I will...\give you a kiss of the highest theoretical value.\Just you wait.\I will.\What are they making us watch?\These are the findings.\In the kissing experiment,\the pair with the greatest change in vitals, the best pair is... response:	the Yukimura-Ibarada pair.
context: give you a kiss of the highest theoretical value.\Just you wait.\I will.\What are they making us watch?\These are the findings.\In the kissing experiment,\the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair. response:	Shock!
context: Just you wait.\I will.\What are they making us watch?\These are the findings.\In the kissing experiment,\the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair.\Shock! response:	Yukimura - Ibarada Pair
context: I will.\What are they making us watch?\These are the findings.\In the kissing experiment,\the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair.\Shock!\Yukimura - Ibarada Pair response:	Yukimura - Kosuke Pair
context: What are they making us watch?\These are the findings.\In the kissing experiment,\the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair.\Shock!\Yukimura - Ibarada Pair\Yukimura - Kosuke Pair response:	Himuro - Yukimura Pair
context: These are the findings.\In the kissing experiment,\the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair.\Shock!\Yukimura - Ibarada Pair\Yukimura - Kosuke Pair\Himuro - Yukimura Pair response:	Himuro - Kanade Pair
context: In the kissing experiment,\the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair.\Shock!\Yukimura - Ibarada Pair\Yukimura - Kosuke Pair\Himuro - Yukimura Pair\Himuro - Kanade Pair response:	Ibarada - Kosuke Pair
context: the pair with the greatest change in vitals, the best pair is...\the Yukimura-Ibarada pair.\Shock!\Yukimura - Ibarada Pair\Yukimura - Kosuke Pair\Himuro - Yukimura Pair\Himuro - Kanade Pair\Ibarada - Kosuke Pair response:	I couldn't even measure up to Kosuke-kun...
context: the Yukimura-Ibarada pair.\Shock!\Yukimura - Ibarada Pair\Yukimura - Kosuke Pair\Himuro - Yukimura Pair\Himuro - Kanade Pair\Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun... response:	That can't be!
context: Shock!\Yukimura - Ibarada Pair\Yukimura - Kosuke Pair\Himuro - Yukimura Pair\Himuro - Kanade Pair\Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun...\That can't be! response:	That doesn't make me happy at all.
context: Yukimura - Ibarada Pair\Yukimura - Kosuke Pair\Himuro - Yukimura Pair\Himuro - Kanade Pair\Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun...\That can't be!\That doesn't make me happy at all. response:	Hang on, Ibarada!
context: Yukimura - Kosuke Pair\Himuro - Yukimura Pair\Himuro - Kanade Pair\Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun...\That can't be!\That doesn't make me happy at all.\Hang on, Ibarada! response:	No matter how you think about it, it's all because we ran around like that!
context: Himuro - Yukimura Pair\Himuro - Kanade Pair\Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun...\That can't be!\That doesn't make me happy at all.\Hang on, Ibarada!\No matter how you think about it, it's all because we ran around like that! response:	You've got to be kidding me!
context: Himuro - Kanade Pair\Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun...\That can't be!\That doesn't make me happy at all.\Hang on, Ibarada!\No matter how you think about it, it's all because we ran around like that!\You've got to be kidding me! response:	What was the point of this experiment?
context: Ibarada - Kosuke Pair\I couldn't even measure up to Kosuke-kun...\That can't be!\That doesn't make me happy at all.\Hang on, Ibarada!\No matter how you think about it, it's all because we ran around like that!\You've got to be kidding me!\What was the point of this experiment? response:	Next Time
context: I couldn't even measure up to Kosuke-kun...\That can't be!\That doesn't make me happy at all.\Hang on, Ibarada!\No matter how you think about it, it's all because we ran around like that!\You've got to be kidding me!\What was the point of this experiment?\Next Time response:	Proof 7 Science-types Fell in Love, So They Tried Having a Drinking Party.
context: That can't be!\That doesn't make me happy at all.\Hang on, Ibarada!\No matter how you think about it, it's all because we ran around like that!\You've got to be kidding me!\What was the point of this experiment?\Next Time\Proof 7 Science-types Fell in Love, So They Tried Having a Drinking Party. response:	Next time, Proof 7.
context: That doesn't make me happy at all.\Hang on, Ibarada!\No matter how you think about it, it's all because we ran around like that!\You've got to be kidding me!\What was the point of this experiment?\Next Time\Proof 7 Science-types Fell in Love, So They Tried Having a Drinking Party.\Next time, Proof 7. response:	Science-types Fell in Love, So They Tried Having a Drinking Party.
