context: Piano! response:	Piano...
context: I'm Sakuma Manabu, a music critic.\Music Critic Sakuma Manabu\In fact Sakuma-san is writing serial articles for my magazine Classic Life\but for next month's article, we asked him to write about Chiaki-kun!\Eh?\Dream Color Classic Serial Article 50th Anniversary\With Pin-up!!\Sorry for not asking you first! response:	But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil
context: Music Critic Sakuma Manabu\In fact Sakuma-san is writing serial articles for my magazine Classic Life\but for next month's article, we asked him to write about Chiaki-kun!\Eh?\Dream Color Classic Serial Article 50th Anniversary\With Pin-up!!\Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil response:	See, they are good photos, aren't they?
context: In fact Sakuma-san is writing serial articles for my magazine Classic Life\but for next month's article, we asked him to write about Chiaki-kun!\Eh?\Dream Color Classic Serial Article 50th Anniversary\With Pin-up!!\Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they? response:	Jiijii!!
context: but for next month's article, we asked him to write about Chiaki-kun!\Eh?\Dream Color Classic Serial Article 50th Anniversary\With Pin-up!!\Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they?\Jiijii!! response:	Please read my part too.
context: Eh?\Dream Color Classic Serial Article 50th Anniversary\With Pin-up!!\Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they?\Jiijii!!\Please read my part too. response:	Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude
context: Dream Color Classic Serial Article 50th Anniversary\With Pin-up!!\Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they?\Jiijii!!\Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude response:	I took a peek into that light...
context: With Pin-up!!\Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they?\Jiijii!!\Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light... response:	Aaahhh, beautiful Rachmaninoff piece...
context: Sorry for not asking you first!\But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they?\Jiijii!!\Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece... response:	Sakuma-san became your great fan!
context: But earlier we got permission from Stresemann to take photos, and he also said please take care of my pupil\See, they are good photos, aren't they?\Jiijii!!\Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan! response:	Me too! Since I saw your conducting at school, I've been always watching you!
context: See, they are good photos, aren't they?\Jiijii!!\Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you! response:	Huh?
context: Jiijii!!\Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you!\Huh? response:	Me too, next time I certainly want to see your conducting!
context: Please read my part too.\Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you!\Huh?\Me too, next time I certainly want to see your conducting! response:	Huh?
context: Reaching the fathomless bottom of a deep ravine is the illuminating light of the piano prelude\I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you!\Huh?\Me too, next time I certainly want to see your conducting!\Huh? response:	Chiaki-kun, after you graduate, you're going to go abroad, right?
context: I took a peek into that light...\Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you!\Huh?\Me too, next time I certainly want to see your conducting!\Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right? response:	Huh?
context: Aaahhh, beautiful Rachmaninoff piece...\Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you!\Huh?\Me too, next time I certainly want to see your conducting!\Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh? response:	Of course as Stresemann's pupil!
context: Sakuma-san became your great fan!\Me too! Since I saw your conducting at school, I've been always watching you!\Huh?\Me too, next time I certainly want to see your conducting!\Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh?\Of course as Stresemann's pupil! response:	Are you going to take part in Conducting Competition over there?
context: Me too! Since I saw your conducting at school, I've been always watching you!\Huh?\Me too, next time I certainly want to see your conducting!\Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh?\Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there? response:	Please wait a minute!
context: Huh?\Me too, next time I certainly want to see your conducting!\Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh?\Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there?\Please wait a minute! response:	I have no intention of continuing to Graduate School...
context: Me too, next time I certainly want to see your conducting!\Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh?\Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there?\Please wait a minute!\I have no intention of continuing to Graduate School... response:	What a stupid idea!
context: Huh?\Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh?\Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there?\Please wait a minute!\I have no intention of continuing to Graduate School...\What a stupid idea! response:	It came!!!
context: Chiaki-kun, after you graduate, you're going to go abroad, right?\Huh?\Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there?\Please wait a minute!\I have no intention of continuing to Graduate School...\What a stupid idea!\It came!!! response:	In this vast blue sky far over there,
context: Huh?\Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there?\Please wait a minute!\I have no intention of continuing to Graduate School...\What a stupid idea!\It came!!!\In this vast blue sky far over there, response:	aspiring for the shining sun,
context: Of course as Stresemann's pupil!\Are you going to take part in Conducting Competition over there?\Please wait a minute!\I have no intention of continuing to Graduate School...\What a stupid idea!\It came!!!\In this vast blue sky far over there,\aspiring for the shining sun, response:	spread your snowy white big wings
context: Are you going to take part in Conducting Competition over there?\Please wait a minute!\I have no intention of continuing to Graduate School...\What a stupid idea!\It came!!!\In this vast blue sky far over there,\aspiring for the shining sun,\spread your snowy white big wings response:	which have been sheltering the soul of the sublime music in you,
context: Please wait a minute!\I have no intention of continuing to Graduate School...\What a stupid idea!\It came!!!\In this vast blue sky far over there,\aspiring for the shining sun,\spread your snowy white big wings\which have been sheltering the soul of the sublime music in you, response:	it's time to FLY up for your new journey!!
context: I have no intention of continuing to Graduate School...\What a stupid idea!\It came!!!\In this vast blue sky far over there,\aspiring for the shining sun,\spread your snowy white big wings\which have been sheltering the soul of the sublime music in you,\it's time to FLY up for your new journey!! response:	Haaa???
context: What a stupid idea!\It came!!!\In this vast blue sky far over there,\aspiring for the shining sun,\spread your snowy white big wings\which have been sheltering the soul of the sublime music in you,\it's time to FLY up for your new journey!!\Haaa??? response:	Why don't you study abroad? that's what he's saying.
