context: Ye Hua. response:	Ye Hua?
context: I was wrong to think that.\I was so terribly wrong.\No matter what I do...\the Heavenly Lord will have her killed.\You're right.\The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk.\After all, you're the Crown Prince. response:	You matter even more to the Celestial Tribe than Sang Ji.
context: I was so terribly wrong.\No matter what I do...\the Heavenly Lord will have her killed.\You're right.\The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk.\After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji. response:	Therefore...
context: No matter what I do...\the Heavenly Lord will have her killed.\You're right.\The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk.\After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji.\Therefore... response:	Once I'm given the Crown Prince's Seal
context: the Heavenly Lord will have her killed.\You're right.\The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk.\After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji.\Therefore...\Once I'm given the Crown Prince's Seal response:	I will officially become the apparent heir.
context: You're right.\The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk.\After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji.\Therefore...\Once I'm given the Crown Prince's Seal\I will officially become the apparent heir. response:	By then, I won't have to worry about anyone else.
context: The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk.\After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji.\Therefore...\Once I'm given the Crown Prince's Seal\I will officially become the apparent heir.\By then, I won't have to worry about anyone else. response:	I can then marry Su Su as my consort.
context: He doesn't dare take any risk.\After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji.\Therefore...\Once I'm given the Crown Prince's Seal\I will officially become the apparent heir.\By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort. response:	You're going to marry her in the Celestial Palace?
context: After all, you're the Crown Prince.\You matter even more to the Celestial Tribe than Sang Ji.\Therefore...\Once I'm given the Crown Prince's Seal\I will officially become the apparent heir.\By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace? response:	Exactly.
context: You matter even more to the Celestial Tribe than Sang Ji.\Therefore...\Once I'm given the Crown Prince's Seal\I will officially become the apparent heir.\By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace?\Exactly. response:	I will announce it to all six realms and lands.
context: Therefore...\Once I'm given the Crown Prince's Seal\I will officially become the apparent heir.\By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace?\Exactly.\I will announce it to all six realms and lands. response:	She is to be my side consort!
context: Once I'm given the Crown Prince's Seal\I will officially become the apparent heir.\By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace?\Exactly.\I will announce it to all six realms and lands.\She is to be my side consort! response:	I'm begging you, Your Highness!
context: I will officially become the apparent heir.\By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace?\Exactly.\I will announce it to all six realms and lands.\She is to be my side consort!\I'm begging you, Your Highness! response:	I don't want to leave the Hall of Beautiful Youth!
context: By then, I won't have to worry about anyone else.\I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace?\Exactly.\I will announce it to all six realms and lands.\She is to be my side consort!\I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth! response:	I don't want to leave!
context: I can then marry Su Su as my consort.\You're going to marry her in the Celestial Palace?\Exactly.\I will announce it to all six realms and lands.\She is to be my side consort!\I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth!\I don't want to leave! response:	The Heavenly Lord has had all celestial maids
context: You're going to marry her in the Celestial Palace?\Exactly.\I will announce it to all six realms and lands.\She is to be my side consort!\I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth!\I don't want to leave!\The Heavenly Lord has had all celestial maids response:	who witnessed this accident removed from the Celestial Palace.
context: Exactly.\I will announce it to all six realms and lands.\She is to be my side consort!\I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth!\I don't want to leave!\The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace. response:	It was done to cover up such a shameful scandal
context: I will announce it to all six realms and lands.\She is to be my side consort!\I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth!\I don't want to leave!\The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal response:	so it will not be an embarrassment to the Celestial Tribe.
context: She is to be my side consort!\I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth!\I don't want to leave!\The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe. response:	My mistress is due any moment now.
context: I'm begging you, Your Highness!\I don't want to leave the Hall of Beautiful Youth!\I don't want to leave!\The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now. response:	And now she has lost her eyes!
context: I don't want to leave the Hall of Beautiful Youth!\I don't want to leave!\The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now.\And now she has lost her eyes! response:	No one else in the Nine Heavens can look after her.
context: I don't want to leave!\The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now.\And now she has lost her eyes!\No one else in the Nine Heavens can look after her. response:	Please allow me to stay in the Hall of Beautiful Youth!
context: The Heavenly Lord has had all celestial maids\who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now.\And now she has lost her eyes!\No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth! response:	Let me stay until my mistress delivers her baby.
context: who witnessed this accident removed from the Celestial Palace.\It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now.\And now she has lost her eyes!\No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby. response:	I'm begging you, Your Highness!
context: It was done to cover up such a shameful scandal\so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now.\And now she has lost her eyes!\No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness! response:	Who would have known
context: so it will not be an embarrassment to the Celestial Tribe.\My mistress is due any moment now.\And now she has lost her eyes!\No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness!\Who would have known response:	that there was such a loyal servant in the Hall of Beautiful Youth?
context: My mistress is due any moment now.\And now she has lost her eyes!\No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness!\Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth? response:	Listen up.
context: And now she has lost her eyes!\No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness!\Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up. response:	Once you get to Deity Mountain in the Lower Realm
context: No one else in the Nine Heavens can look after her.\Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness!\Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up.\Once you get to Deity Mountain in the Lower Realm response:	you have to bury this accident deep in your heart.
context: Please allow me to stay in the Hall of Beautiful Youth!\Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness!\Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up.\Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart. response:	Not a word is to be said.
context: Let me stay until my mistress delivers her baby.\I'm begging you, Your Highness!\Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up.\Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart.\Not a word is to be said. response:	Have you all kept that in mind?
context: I'm begging you, Your Highness!\Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up.\Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart.\Not a word is to be said.\Have you all kept that in mind? response:	We understand.
context: Who would have known\that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up.\Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart.\Not a word is to be said.\Have you all kept that in mind?\We understand. response:	Why are so many celestial maids being dismissed?
context: that there was such a loyal servant in the Hall of Beautiful Youth?\Listen up.\Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart.\Not a word is to be said.\Have you all kept that in mind?\We understand.\Why are so many celestial maids being dismissed? response:	Has something serious happened?
context: Listen up.\Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart.\Not a word is to be said.\Have you all kept that in mind?\We understand.\Why are so many celestial maids being dismissed?\Has something serious happened? response:	A serious matter? Indeed.
context: Once you get to Deity Mountain in the Lower Realm\you have to bury this accident deep in your heart.\Not a word is to be said.\Have you all kept that in mind?\We understand.\Why are so many celestial maids being dismissed?\Has something serious happened?\A serious matter? Indeed. response:	It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.
context: you have to bury this accident deep in your heart.\Not a word is to be said.\Have you all kept that in mind?\We understand.\Why are so many celestial maids being dismissed?\Has something serious happened?\A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin. response:	She pushed Su Jin off Zhuxian Terrace.
context: Not a word is to be said.\Have you all kept that in mind?\We understand.\Why are so many celestial maids being dismissed?\Has something serious happened?\A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace. response:	The Crown Prince later removed Su Su's eyes to replace Su Jin's.
context: Have you all kept that in mind?\We understand.\Why are so many celestial maids being dismissed?\Has something serious happened?\A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's. response:	Why would the Crown Prince do that to Su Su?
context: We understand.\Why are so many celestial maids being dismissed?\Has something serious happened?\A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su? response:	The Heavenly Lord intends to cover up this accident.
context: Why are so many celestial maids being dismissed?\Has something serious happened?\A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident. response:	Therefore, he's sent all maids and guards
context: Has something serious happened?\A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards response:	who witnessed the accident to the Lower Realm.
context: A serious matter? Indeed.\It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm. response:	The ones you saw should be the last batch.
context: It's said that the Crown Prince's mortal, Su Su, had a conflict with Su Jin.\She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch. response:	Why would he cover this up?
context: She pushed Su Jin off Zhuxian Terrace.\The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch.\Why would he cover this up? response:	I'm not sure about the details.
context: The Crown Prince later removed Su Su's eyes to replace Su Jin's.\Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch.\Why would he cover this up?\I'm not sure about the details. response:	However, Dong Hua did say that the Hall of Beautiful Youth
context: Why would the Crown Prince do that to Su Su?\The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch.\Why would he cover this up?\I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth response:	is now the most scandalous place in the Nine Heavens.
context: The Heavenly Lord intends to cover up this accident.\Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch.\Why would he cover this up?\I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens. response:	Nothing could escape the eyes of old Lord Dong Hua.
context: Therefore, he's sent all maids and guards\who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch.\Why would he cover this up?\I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua. response:	Little Princess, where are you going?
context: who witnessed the accident to the Lower Realm.\The ones you saw should be the last batch.\Why would he cover this up?\I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going? response:	This is bad.
context: The ones you saw should be the last batch.\Why would he cover this up?\I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going?\This is bad. response:	Could she be going to the Hall of Beautiful Youth?
context: Why would he cover this up?\I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going?\This is bad.\Could she be going to the Hall of Beautiful Youth? response:	Who is it?
context: I'm not sure about the details.\However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going?\This is bad.\Could she be going to the Hall of Beautiful Youth?\Who is it? response:	It's me. Don't you recognize me anymore?
context: However, Dong Hua did say that the Hall of Beautiful Youth\is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going?\This is bad.\Could she be going to the Hall of Beautiful Youth?\Who is it?\It's me. Don't you recognize me anymore? response:	Little fox?
context: is now the most scandalous place in the Nine Heavens.\Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going?\This is bad.\Could she be going to the Hall of Beautiful Youth?\Who is it?\It's me. Don't you recognize me anymore?\Little fox? response:	You've been so cautious here in the Celestial Palace.
context: Nothing could escape the eyes of old Lord Dong Hua.\Little Princess, where are you going?\This is bad.\Could she be going to the Hall of Beautiful Youth?\Who is it?\It's me. Don't you recognize me anymore?\Little fox?\You've been so cautious here in the Celestial Palace. response:	You were nice to everyone for the sake of that Crown Prince.
context: Little Princess, where are you going?\This is bad.\Could she be going to the Hall of Beautiful Youth?\Who is it?\It's me. Don't you recognize me anymore?\Little fox?\You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince. response:	How could you possibly push Su Jin off Zhuxian Terrace?
context: This is bad.\Could she be going to the Hall of Beautiful Youth?\Who is it?\It's me. Don't you recognize me anymore?\Little fox?\You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace? response:	Have you come to visit me because you know that I've lost my eyes?
context: Could she be going to the Hall of Beautiful Youth?\Who is it?\It's me. Don't you recognize me anymore?\Little fox?\You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes? response:	Do you know that in the Nine Heavens he was once my one and only?
context: Who is it?\It's me. Don't you recognize me anymore?\Little fox?\You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only? response:	I keep thinking that after I give birth to our child
context: It's me. Don't you recognize me anymore?\Little fox?\You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child response:	we can go and watch the billows of the Ten-mile Sea of Clouds together.
context: Little fox?\You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child\we can go and watch the billows of the Ten-mile Sea of Clouds together. response:	Watch as rays of sunlight come shining through.
context: You've been so cautious here in the Celestial Palace.\You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child\we can go and watch the billows of the Ten-mile Sea of Clouds together.\Watch as rays of sunlight come shining through. response:	However, I've now lost my eyes.
context: You were nice to everyone for the sake of that Crown Prince.\How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child\we can go and watch the billows of the Ten-mile Sea of Clouds together.\Watch as rays of sunlight come shining through.\However, I've now lost my eyes. response:	What can I still see?
context: How could you possibly push Su Jin off Zhuxian Terrace?\Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child\we can go and watch the billows of the Ten-mile Sea of Clouds together.\Watch as rays of sunlight come shining through.\However, I've now lost my eyes.\What can I still see? response:	Little fox?
context: Have you come to visit me because you know that I've lost my eyes?\Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child\we can go and watch the billows of the Ten-mile Sea of Clouds together.\Watch as rays of sunlight come shining through.\However, I've now lost my eyes.\What can I still see?\Little fox? response:	Your eyesight means nothing to him.
context: Do you know that in the Nine Heavens he was once my one and only?\I keep thinking that after I give birth to our child\we can go and watch the billows of the Ten-mile Sea of Clouds together.\Watch as rays of sunlight come shining through.\However, I've now lost my eyes.\What can I still see?\Little fox?\Your eyesight means nothing to him. response:	Su Jin?
