context: Take this! response:	Bring it on!
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	hazu dakara tte ittan da
context: Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da response:	I said that because I know you can
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can response:	hazu dakara tte ittan da
context: Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da response:	I said that because I know you can
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	nakusanai you ni mahou kakete
context: I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	nakusanai you ni mahou kakete
context: I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai response:	And I won't say good-bye
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai response:	And I won't say good-bye
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka response:	You'll start walking again one day
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka response:	You'll start walking again one day
context: sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day response:	Komari-san has finally remembered.
context: And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Komari-san has finally remembered. response:	Her lost, sad memories.
context: sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Komari-san has finally remembered.\Her lost, sad memories. response:	But that's really sad for Komari-chan!
context: And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Komari-san has finally remembered.\Her lost, sad memories.\But that's really sad for Komari-chan! response:	You can't go back anymore.
context: arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Komari-san has finally remembered.\Her lost, sad memories.\But that's really sad for Komari-chan!\You can't go back anymore. response:	Riki.
context: You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Komari-san has finally remembered.\Her lost, sad memories.\But that's really sad for Komari-chan!\You can't go back anymore.\Riki. response:	Mission, start!
