context: After an utterly impartial drawing, response:	it has been decided that the role of Romeo will go to Raku, while Onodera-san will be Juliet!
context: Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But...\I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines,\so I'll be fine!\I'm going to look over the script one more time.\Hey! That's dangerous! response:	Don't worry! I'm almost done anyway!
context: After all, I've never set foot on such a big stage as this one! But...\I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines,\so I'll be fine!\I'm going to look over the script one more time.\Hey! That's dangerous!\Don't worry! I'm almost done anyway! response:	Look out!
context: I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines,\so I'll be fine!\I'm going to look over the script one more time.\Hey! That's dangerous!\Don't worry! I'm almost done anyway!\Look out! response:	Onodera?
context: Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines,\so I'll be fine!\I'm going to look over the script one more time.\Hey! That's dangerous!\Don't worry! I'm almost done anyway!\Look out!\Onodera? response:	Yeah, you totally sprained it.
context: I rehearsed like crazy, and I've memorized my lines,\so I'll be fine!\I'm going to look over the script one more time.\Hey! That's dangerous!\Don't worry! I'm almost done anyway!\Look out!\Onodera?\Yeah, you totally sprained it. response:	I think the bone's fine, but...
context: so I'll be fine!\I'm going to look over the script one more time.\Hey! That's dangerous!\Don't worry! I'm almost done anyway!\Look out!\Onodera?\Yeah, you totally sprained it.\I think the bone's fine, but... response:	Onodera, I'm sorry, but you can't...
context: I'm going to look over the script one more time.\Hey! That's dangerous!\Don't worry! I'm almost done anyway!\Look out!\Onodera?\Yeah, you totally sprained it.\I think the bone's fine, but...\Onodera, I'm sorry, but you can't... response:	Where's the understudy, Tachibana?
context: Hey! That's dangerous!\Don't worry! I'm almost done anyway!\Look out!\Onodera?\Yeah, you totally sprained it.\I think the bone's fine, but...\Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana? response:	Apparently Tachibana-san caught a cold and is absent today.
context: Don't worry! I'm almost done anyway!\Look out!\Onodera?\Yeah, you totally sprained it.\I think the bone's fine, but...\Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today. response:	I shall go to the Culture Festival...
context: Look out!\Onodera?\Yeah, you totally sprained it.\I think the bone's fine, but...\Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival... response:	Well, that puts us in a bind, huh?
context: Onodera?\Yeah, you totally sprained it.\I think the bone's fine, but...\Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival...\Well, that puts us in a bind, huh? response:	Sensei, I can still do it!
context: Yeah, you totally sprained it.\I think the bone's fine, but...\Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival...\Well, that puts us in a bind, huh?\Sensei, I can still do it! response:	You might think you can do it,
context: I think the bone's fine, but...\Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival...\Well, that puts us in a bind, huh?\Sensei, I can still do it!\You might think you can do it, response:	but you can barely walk as it is. You need to sit tight.
context: Onodera, I'm sorry, but you can't...\Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival...\Well, that puts us in a bind, huh?\Sensei, I can still do it!\You might think you can do it,\but you can barely walk as it is. You need to sit tight. response:	Hey, Romeo over there!
context: Where's the understudy, Tachibana?\Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival...\Well, that puts us in a bind, huh?\Sensei, I can still do it!\You might think you can do it,\but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there! response:	You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?
context: Apparently Tachibana-san caught a cold and is absent today.\I shall go to the Culture Festival...\Well, that puts us in a bind, huh?\Sensei, I can still do it!\You might think you can do it,\but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay? response:	I'm going to try to come up with a plan.
context: I shall go to the Culture Festival...\Well, that puts us in a bind, huh?\Sensei, I can still do it!\You might think you can do it,\but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan. response:	Everyone, continue with your preparations. That's it, dismissed!
context: Well, that puts us in a bind, huh?\Sensei, I can still do it!\You might think you can do it,\but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed! response:	Are you all right, Onodera?
context: Sensei, I can still do it!\You might think you can do it,\but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera? response:	Yes.
context: You might think you can do it,\but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera?\Yes. response:	Onodera, you must've really wanted to play Juliet.
context: but you can barely walk as it is. You need to sit tight.\Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera?\Yes.\Onodera, you must've really wanted to play Juliet. response:	I wonder if there's anything I can do?
context: Hey, Romeo over there!\You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera?\Yes.\Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do? response:	What am I going to do?
context: You stay by your Juliet's side for a bit. Don't let her do anything rash, okay?\I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera?\Yes.\Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do?\What am I going to do? response:	What if they go ahead and cancel the play? After everybody...
context: I'm going to try to come up with a plan.\Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera?\Yes.\Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do?\What am I going to do?\What if they go ahead and cancel the play? After everybody... response:	After everybody worked so hard!
context: Everyone, continue with your preparations. That's it, dismissed!\Are you all right, Onodera?\Yes.\Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do?\What am I going to do?\What if they go ahead and cancel the play? After everybody...\After everybody worked so hard! response:	Look at this costume.
context: Are you all right, Onodera?\Yes.\Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do?\What am I going to do?\What if they go ahead and cancel the play? After everybody...\After everybody worked so hard!\Look at this costume. response:	They worked so hard to make it for me.
context: Yes.\Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do?\What am I going to do?\What if they go ahead and cancel the play? After everybody...\After everybody worked so hard!\Look at this costume.\They worked so hard to make it for me. response:	If the play gets canceled because of me, everything... It's all going to be for nothing!
context: Onodera, you must've really wanted to play Juliet.\I wonder if there's anything I can do?\What am I going to do?\What if they go ahead and cancel the play? After everybody...\After everybody worked so hard!\Look at this costume.\They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing! response:	I'm such a moron.
context: I wonder if there's anything I can do?\What am I going to do?\What if they go ahead and cancel the play? After everybody...\After everybody worked so hard!\Look at this costume.\They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron. response:	Even when she's hurt, she's still thinking about others before herself.
context: What am I going to do?\What if they go ahead and cancel the play? After everybody...\After everybody worked so hard!\Look at this costume.\They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron.\Even when she's hurt, she's still thinking about others before herself. response:	Me, on the other hand...
context: What if they go ahead and cancel the play? After everybody...\After everybody worked so hard!\Look at this costume.\They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron.\Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand... response:	No way is this your fault!
context: After everybody worked so hard!\Look at this costume.\They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron.\Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand...\No way is this your fault! response:	I'll be damned if I let them cancel the play!
context: Look at this costume.\They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron.\Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand...\No way is this your fault!\I'll be damned if I let them cancel the play! response:	What am I doing here?
context: They worked so hard to make it for me.\If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron.\Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand...\No way is this your fault!\I'll be damned if I let them cancel the play!\What am I doing here? response:	How did things end up like this?
context: If the play gets canceled because of me, everything... It's all going to be for nothing!\I'm such a moron.\Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand...\No way is this your fault!\I'll be damned if I let them cancel the play!\What am I doing here?\How did things end up like this? response:	Just seeing his face makes me brood,
context: I'm such a moron.\Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand...\No way is this your fault!\I'll be damned if I let them cancel the play!\What am I doing here?\How did things end up like this?\Just seeing his face makes me brood, response:	and I can't seem to tell him what I really feel.
context: Even when she's hurt, she's still thinking about others before herself.\Me, on the other hand...\No way is this your fault!\I'll be damned if I let them cancel the play!\What am I doing here?\How did things end up like this?\Just seeing his face makes me brood,\and I can't seem to tell him what I really feel. response:	Why did I say those things to him that day?
context: Me, on the other hand...\No way is this your fault!\I'll be damned if I let them cancel the play!\What am I doing here?\How did things end up like this?\Just seeing his face makes me brood,\and I can't seem to tell him what I really feel.\Why did I say those things to him that day? response:	If we were really dating,
context: No way is this your fault!\I'll be damned if I let them cancel the play!\What am I doing here?\How did things end up like this?\Just seeing his face makes me brood,\and I can't seem to tell him what I really feel.\Why did I say those things to him that day?\If we were really dating, response:	do you think it would've worked out?
context: I'll be damned if I let them cancel the play!\What am I doing here?\How did things end up like this?\Just seeing his face makes me brood,\and I can't seem to tell him what I really feel.\Why did I say those things to him that day?\If we were really dating,\do you think it would've worked out? response:	Of course there's no way it would work out, dummy.
context: What am I doing here?\How did things end up like this?\Just seeing his face makes me brood,\and I can't seem to tell him what I really feel.\Why did I say those things to him that day?\If we were really dating,\do you think it would've worked out?\Of course there's no way it would work out, dummy. response:	I mean, you're just so not my type, you know?
context: How did things end up like this?\Just seeing his face makes me brood,\and I can't seem to tell him what I really feel.\Why did I say those things to him that day?\If we were really dating,\do you think it would've worked out?\Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know? response:	You're not graceful, and you're violent.
context: Just seeing his face makes me brood,\and I can't seem to tell him what I really feel.\Why did I say those things to him that day?\If we were really dating,\do you think it would've worked out?\Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know?\You're not graceful, and you're violent. response:	We'd probably be fighting just like this all the time, anyway!
context: and I can't seem to tell him what I really feel.\Why did I say those things to him that day?\If we were really dating,\do you think it would've worked out?\Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know?\You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway! response:	He's right. We were doomed to fail from the beginning.
context: Why did I say those things to him that day?\If we were really dating,\do you think it would've worked out?\Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know?\You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning. response:	Because we're polar opposites after all.
context: If we were really dating,\do you think it would've worked out?\Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know?\You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all. response:	Our relationship... is just a sham.
context: do you think it would've worked out?\Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know?\You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all.\Our relationship... is just a sham. response:	Oh, just drop it.
context: Of course there's no way it would work out, dummy.\I mean, you're just so not my type, you know?\You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all.\Our relationship... is just a sham.\Oh, just drop it. response:	At best, he completely hates me right now.
context: I mean, you're just so not my type, you know?\You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all.\Our relationship... is just a sham.\Oh, just drop it.\At best, he completely hates me right now. response:	I'm sure this means the bridge is already burnt.
context: You're not graceful, and you're violent.\We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all.\Our relationship... is just a sham.\Oh, just drop it.\At best, he completely hates me right now.\I'm sure this means the bridge is already burnt. response:	Found you!
context: We'd probably be fighting just like this all the time, anyway!\He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all.\Our relationship... is just a sham.\Oh, just drop it.\At best, he completely hates me right now.\I'm sure this means the bridge is already burnt.\Found you! response:	I'm begging you. Take Onodera's place as Juliet!
context: He's right. We were doomed to fail from the beginning.\Because we're polar opposites after all.\Our relationship... is just a sham.\Oh, just drop it.\At best, he completely hates me right now.\I'm sure this means the bridge is already burnt.\Found you!\I'm begging you. Take Onodera's place as Juliet! response:	H-Hey, come on! Hold up a second...
context: Because we're polar opposites after all.\Our relationship... is just a sham.\Oh, just drop it.\At best, he completely hates me right now.\I'm sure this means the bridge is already burnt.\Found you!\I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second... response:	What do you mean, take Kosaki-chan's place?
context: Our relationship... is just a sham.\Oh, just drop it.\At best, he completely hates me right now.\I'm sure this means the bridge is already burnt.\Found you!\I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place? response:	Tell me what's going on!
context: Oh, just drop it.\At best, he completely hates me right now.\I'm sure this means the bridge is already burnt.\Found you!\I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place?\Tell me what's going on! response:	Onodera just sprained her ankle in an accident, and now she can't go on stage.
context: At best, he completely hates me right now.\I'm sure this means the bridge is already burnt.\Found you!\I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place?\Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage. response:	Tachibana's absent today, too, so at this rate the play's gonna get canceled!
context: I'm sure this means the bridge is already burnt.\Found you!\I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place?\Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled! response:	There's no one else but you who could play Juliet!
context: Found you!\I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place?\Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet! response:	Wh-Why me?
context: I'm begging you. Take Onodera's place as Juliet!\H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place?\Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet!\Wh-Why me? response:	There's no way I can play Juliet! I don't even know any of the lines.
context: H-Hey, come on! Hold up a second...\What do you mean, take Kosaki-chan's place?\Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet!\Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines. response:	Yeah, but we don't have any other options!
context: What do you mean, take Kosaki-chan's place?\Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet!\Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options! response:	I know you hate my guts. I get it.
context: Tell me what's going on!\Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet!\Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options!\I know you hate my guts. I get it. response:	But...
context: Onodera just sprained her ankle in an accident, and now she can't go on stage.\Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet!\Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options!\I know you hate my guts. I get it.\But... response:	I have a feeling that you and I could pull this off.
context: Tachibana's absent today, too, so at this rate the play's gonna get canceled!\There's no one else but you who could play Juliet!\Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options!\I know you hate my guts. I get it.\But...\I have a feeling that you and I could pull this off. response:	You and I've been putting on a play with our relationship all this time, right?
context: There's no one else but you who could play Juliet!\Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options!\I know you hate my guts. I get it.\But...\I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right? response:	Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.
context: Wh-Why me?\There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options!\I know you hate my guts. I get it.\But...\I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details. response:	Please! Help me out here!
context: There's no way I can play Juliet! I don't even know any of the lines.\Yeah, but we don't have any other options!\I know you hate my guts. I get it.\But...\I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here! response:	How dare you?
context: Yeah, but we don't have any other options!\I know you hate my guts. I get it.\But...\I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here!\How dare you? response:	After what you said at the beach...
context: I know you hate my guts. I get it.\But...\I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here!\How dare you?\After what you said at the beach... response:	You said it yourself, remember?
context: But...\I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here!\How dare you?\After what you said at the beach...\You said it yourself, remember? response:	That there was no way that you and I would work out.
context: I have a feeling that you and I could pull this off.\You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here!\How dare you?\After what you said at the beach...\You said it yourself, remember?\That there was no way that you and I would work out. response:	I know that you didn't want to be in the play with me, either. Am I right?
context: You and I've been putting on a play with our relationship all this time, right?\Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here!\How dare you?\After what you said at the beach...\You said it yourself, remember?\That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right? response:	Just give me a straight answer! You hate me.
context: Even if you don't know your lines, I know we have what it takes if we just ad-lib the details.\Please! Help me out here!\How dare you?\After what you said at the beach...\You said it yourself, remember?\That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me. response:	Don't you?
context: Please! Help me out here!\How dare you?\After what you said at the beach...\You said it yourself, remember?\That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me.\Don't you? response:	What the... Did she just... Is she telling me...
context: How dare you?\After what you said at the beach...\You said it yourself, remember?\That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me.\Don't you?\What the... Did she just... Is she telling me... response:	I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?
context: After what you said at the beach...\You said it yourself, remember?\That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me.\Don't you?\What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right? response:	No, of course it's not the same, idiot.
context: You said it yourself, remember?\That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me.\Don't you?\What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot. response:	I really hurt her back there, and that's why she's been sulking.
context: That there was no way that you and I would work out.\I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me.\Don't you?\What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking. response:	I don't hate you.
context: I know that you didn't want to be in the play with me, either. Am I right?\Just give me a straight answer! You hate me.\Don't you?\What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking.\I don't hate you. response:	Sorry. I didn't realize that what I said at the beach hurt your feelings.
context: Just give me a straight answer! You hate me.\Don't you?\What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking.\I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings. response:	And to be honest, it still hasn't completely set in.
context: Don't you?\What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking.\I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in. response:	But I do admit that I was way out of line.
context: What the... Did she just... Is she telling me...\I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking.\I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line. response:	So this time I'll be straight with you.
context: I didn't mean anything by that. It's nothing we haven't yelled at each other before, right?\No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking.\I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line.\So this time I'll be straight with you. response:	You're just not my type.
context: No, of course it's not the same, idiot.\I really hurt her back there, and that's why she's been sulking.\I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line.\So this time I'll be straight with you.\You're just not my type. response:	You're ungraceful, violent, and you lack any charm.
context: I really hurt her back there, and that's why she's been sulking.\I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line.\So this time I'll be straight with you.\You're just not my type.\You're ungraceful, violent, and you lack any charm. response:	We'd probably fight non-stop, so I don't think it'd work out.
context: I don't hate you.\Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line.\So this time I'll be straight with you.\You're just not my type.\You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out. response:	That's my straight answer.
context: Sorry. I didn't realize that what I said at the beach hurt your feelings.\And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line.\So this time I'll be straight with you.\You're just not my type.\You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer. response:	But!
context: And to be honest, it still hasn't completely set in.\But I do admit that I was way out of line.\So this time I'll be straight with you.\You're just not my type.\You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer.\But! response:	I don't hate you, not by a long shot.
context: But I do admit that I was way out of line.\So this time I'll be straight with you.\You're just not my type.\You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer.\But!\I don't hate you, not by a long shot. response:	I see.
context: So this time I'll be straight with you.\You're just not my type.\You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer.\But!\I don't hate you, not by a long shot.\I see. response:	Okay!
context: You're just not my type.\You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer.\But!\I don't hate you, not by a long shot.\I see.\Okay! response:	So you don't hate me, huh?
context: You're ungraceful, violent, and you lack any charm.\We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer.\But!\I don't hate you, not by a long shot.\I see.\Okay!\So you don't hate me, huh? response:	If you drag me down, I'll make you pay.
context: We'd probably fight non-stop, so I don't think it'd work out.\That's my straight answer.\But!\I don't hate you, not by a long shot.\I see.\Okay!\So you don't hate me, huh?\If you drag me down, I'll make you pay. response:	Romeo.
