context: Xiwu Palace is so large. response:	Will you be able to find the Hall of Beautiful Youth?
context: Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me\to get revenge for me.\Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice?\Are you Zi Lan?\That's right. It's me. response:	Why are you here?
context: so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me\to get revenge for me.\Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice?\Are you Zi Lan?\That's right. It's me.\Why are you here? response:	If I weren't here, you would have already killed Yan Zhi after she saved you.
context: Only your father will kill all of Qing Qiu for me\to get revenge for me.\Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice?\Are you Zi Lan?\That's right. It's me.\Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you. response:	Xuan Nu, even after more than 70,000 years
context: to get revenge for me.\Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice?\Are you Zi Lan?\That's right. It's me.\Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years response:	you are still such an ungrateful person!
context: Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice?\Are you Zi Lan?\That's right. It's me.\Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person! response:	My business has nothing to do with you!
context: You still don't recognize my voice?\Are you Zi Lan?\That's right. It's me.\Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person!\My business has nothing to do with you! response:	On the other hand, have you forgotten how your master died?
context: Are you Zi Lan?\That's right. It's me.\Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person!\My business has nothing to do with you!\On the other hand, have you forgotten how your master died? response:	Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?
context: That's right. It's me.\Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person!\My business has nothing to do with you!\On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace? response:	You are actually protecting the Ghost Tribe's princess?
context: Why are you here?\If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person!\My business has nothing to do with you!\On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess? response:	Aren't you afraid of being struck by lightning?
context: If I weren't here, you would have already killed Yan Zhi after she saved you.\Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person!\My business has nothing to do with you!\On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning? response:	You don't need to worry about me, traitor of the Celestial Tribe!
context: Xuan Nu, even after more than 70,000 years\you are still such an ungrateful person!\My business has nothing to do with you!\On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe! response:	I don't know why you want to kill Yan Zhi
context: you are still such an ungrateful person!\My business has nothing to do with you!\On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi response:	but I'll tell you that as long as I am here
context: My business has nothing to do with you!\On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here response:	if you dare to have this notion again
context: On the other hand, have you forgotten how your master died?\Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here\if you dare to have this notion again response:	you will know the consequences of your betrayal to the Celestial Tribe!
context: Have you forgotten the enmity between Kunlun Mountain and Grand Ziming Palace?\You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here\if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe! response:	I am not doing anything to you now
context: You are actually protecting the Ghost Tribe's princess?\Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here\if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now response:	because I see that you have lost your status and rank
context: Aren't you afraid of being struck by lightning?\You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here\if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now\because I see that you have lost your status and rank response:	and have a child in tow.
context: You don't need to worry about me, traitor of the Celestial Tribe!\I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here\if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now\because I see that you have lost your status and rank\and have a child in tow. response:	That is why I am showing you some compassion.
context: I don't know why you want to kill Yan Zhi\but I'll tell you that as long as I am here\if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now\because I see that you have lost your status and rank\and have a child in tow.\That is why I am showing you some compassion. response:	Do not force my hand.
context: but I'll tell you that as long as I am here\if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now\because I see that you have lost your status and rank\and have a child in tow.\That is why I am showing you some compassion.\Do not force my hand. response:	If you stay by Yan Zhi's side without harming her, I will not hurt you.
context: if you dare to have this notion again\you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now\because I see that you have lost your status and rank\and have a child in tow.\That is why I am showing you some compassion.\Do not force my hand.\If you stay by Yan Zhi's side without harming her, I will not hurt you. response:	Do you understand?
context: you will know the consequences of your betrayal to the Celestial Tribe!\I am not doing anything to you now\because I see that you have lost your status and rank\and have a child in tow.\That is why I am showing you some compassion.\Do not force my hand.\If you stay by Yan Zhi's side without harming her, I will not hurt you.\Do you understand? response:	Yes.
