context: I got it. response:	Have you been possessed?
context: Since you have come to see me, you must have decided what to ask of me.\Lord Ye Hua is not a stranger. Go ahead and speak.\Aunt.\Can you save my child, Yuan Zhen?\Save your child?\It was the Heavenly Lord's birthday banquet a few days ago.\My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday. response:	Who could have known
context: Lord Ye Hua is not a stranger. Go ahead and speak.\Aunt.\Can you save my child, Yuan Zhen?\Save your child?\It was the Heavenly Lord's birthday banquet a few days ago.\My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known response:	Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...
context: Aunt.\Can you save my child, Yuan Zhen?\Save your child?\It was the Heavenly Lord's birthday banquet a few days ago.\My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly... response:	he nearly molested Consort Su Jin of Xiwu Palace.
context: Can you save my child, Yuan Zhen?\Save your child?\It was the Heavenly Lord's birthday banquet a few days ago.\My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace. response:	Molested Su Jin?
context: Save your child?\It was the Heavenly Lord's birthday banquet a few days ago.\My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin? response:	A man who can be a crown prince sure is not an average man.
context: It was the Heavenly Lord's birthday banquet a few days ago.\My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin?\A man who can be a crown prince sure is not an average man. response:	He seems to be quite cheerful at having been made a cuckold.
context: My Lord had brought Yuan Zhen and a gift\to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin?\A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold. response:	Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.
context: to the Nine Heavens to celebrate the Heavenly Lord's birthday.\Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin?\A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted. response:	The Heavenly Lord was exceptionally furious
context: Who could have known\Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin?\A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious response:	and had Yuan Zhen immediately bound by an Immortal Seal
context: Yuan Zhen would cause trouble in Xiwu Palace that night and nearly...\he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin?\A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal response:	and then issued a decree
context: he nearly molested Consort Su Jin of Xiwu Palace.\Molested Su Jin?\A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree response:	to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.
context: Molested Su Jin?\A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years. response:	After 60 years, he can return to the ranks of the immortals.
context: A man who can be a crown prince sure is not an average man.\He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals. response:	This punishment does sound a bit severe for attempted harassment.
context: He seems to be quite cheerful at having been made a cuckold.\Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals.\This punishment does sound a bit severe for attempted harassment. response:	Yuan Zhen is a good and kindhearted child.
context: Yuan Zhen stopped at the last moment, but the Heavenly Lord was alerted.\The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals.\This punishment does sound a bit severe for attempted harassment.\Yuan Zhen is a good and kindhearted child. response:	He doesn't even have the heart to step on an ant in the road.
context: The Heavenly Lord was exceptionally furious\and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals.\This punishment does sound a bit severe for attempted harassment.\Yuan Zhen is a good and kindhearted child.\He doesn't even have the heart to step on an ant in the road. response:	I earnestly ask that you save his life, Aunt.
context: and had Yuan Zhen immediately bound by an Immortal Seal\and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals.\This punishment does sound a bit severe for attempted harassment.\Yuan Zhen is a good and kindhearted child.\He doesn't even have the heart to step on an ant in the road.\I earnestly ask that you save his life, Aunt. response:	But... he has harassed Lord Ye Hua's side consort.
context: and then issued a decree\to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals.\This punishment does sound a bit severe for attempted harassment.\Yuan Zhen is a good and kindhearted child.\He doesn't even have the heart to step on an ant in the road.\I earnestly ask that you save his life, Aunt.\But... he has harassed Lord Ye Hua's side consort. response:	No need to defer to me.
context: to have Yuan Zhen undergo a trial in the Mortal Realm for 60 years.\After 60 years, he can return to the ranks of the immortals.\This punishment does sound a bit severe for attempted harassment.\Yuan Zhen is a good and kindhearted child.\He doesn't even have the heart to step on an ant in the road.\I earnestly ask that you save his life, Aunt.\But... he has harassed Lord Ye Hua's side consort.\No need to defer to me. response:	I also think Yuan Zhen was punished too severely.
