context: SIGNS oh god timer why did you do the op credits response:	OP
context: Wait, are you one of the 20,000 NEETs?\II gathered you here or something?\What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET.\Take responsibility!\I'm pretty sure that one wasn't my fault...\Yes it was! response:	Fine, fine.
context: II gathered you here or something?\What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET.\Take responsibility!\I'm pretty sure that one wasn't my fault...\Yes it was!\Fine, fine. response:	Can you do one more thing for me, then?
context: What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET.\Take responsibility!\I'm pretty sure that one wasn't my fault...\Yes it was!\Fine, fine.\Can you do one more thing for me, then? response:	You're going to make things interesting again, aren't you.
context: I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET.\Take responsibility!\I'm pretty sure that one wasn't my fault...\Yes it was!\Fine, fine.\Can you do one more thing for me, then?\You're going to make things interesting again, aren't you. response:	Kind of.
context: I was better off as a NEET.\Take responsibility!\I'm pretty sure that one wasn't my fault...\Yes it was!\Fine, fine.\Can you do one more thing for me, then?\You're going to make things interesting again, aren't you.\Kind of. response:	How long are you going to keep us waiting?
context: Take responsibility!\I'm pretty sure that one wasn't my fault...\Yes it was!\Fine, fine.\Can you do one more thing for me, then?\You're going to make things interesting again, aren't you.\Kind of.\How long are you going to keep us waiting? response:	Hurry it up, the media and the NEETs are already all over.
context: I'm pretty sure that one wasn't my fault...\Yes it was!\Fine, fine.\Can you do one more thing for me, then?\You're going to make things interesting again, aren't you.\Kind of.\How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over. response:	That's it. Cover your face like that.
context: Yes it was!\Fine, fine.\Can you do one more thing for me, then?\You're going to make things interesting again, aren't you.\Kind of.\How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that. response:	I've sent Takizawa the AirShip installer.
context: Fine, fine.\Can you do one more thing for me, then?\You're going to make things interesting again, aren't you.\Kind of.\How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that.\I've sent Takizawa the AirShip installer. response:	There's new stuff showing up in his history.
context: Can you do one more thing for me, then?\You're going to make things interesting again, aren't you.\Kind of.\How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that.\I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history. response:	What's this? Business cards and an office rental?
context: You're going to make things interesting again, aren't you.\Kind of.\How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that.\I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history.\What's this? Business cards and an office rental? response:	An election strategy from a marketing agency?
context: Kind of.\How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that.\I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history.\What's this? Business cards and an office rental?\An election strategy from a marketing agency? response:	There's more.
context: How long are you going to keep us waiting?\Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that.\I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history.\What's this? Business cards and an office rental?\An election strategy from a marketing agency?\There's more. response:	He's cozying up to all of the major parties, and doing favors for major politicians and financiers.
context: Hurry it up, the media and the NEETs are already all over.\That's it. Cover your face like that.\I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history.\What's this? Business cards and an office rental?\An election strategy from a marketing agency?\There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers. response:	In other words, he's serious.
context: That's it. Cover your face like that.\I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history.\What's this? Business cards and an office rental?\An election strategy from a marketing agency?\There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious. response:	Is he getting ready for a debut as a hereditary politician?
context: I've sent Takizawa the AirShip installer.\There's new stuff showing up in his history.\What's this? Business cards and an office rental?\An election strategy from a marketing agency?\There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious.\Is he getting ready for a debut as a hereditary politician? response:	Takizawa...
context: There's new stuff showing up in his history.\What's this? Business cards and an office rental?\An election strategy from a marketing agency?\There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious.\Is he getting ready for a debut as a hereditary politician?\Takizawa... response:	Hello?
context: What's this? Business cards and an office rental?\An election strategy from a marketing agency?\There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious.\Is he getting ready for a debut as a hereditary politician?\Takizawa...\Hello? response:	I know.
context: An election strategy from a marketing agency?\There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious.\Is he getting ready for a debut as a hereditary politician?\Takizawa...\Hello?\I know. response:	Saki called earlier.
context: There's more.\He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious.\Is he getting ready for a debut as a hereditary politician?\Takizawa...\Hello?\I know.\Saki called earlier. response:	So you know more about what's going on here than I do.
context: He's cozying up to all of the major parties, and doing favors for major politicians and financiers.\In other words, he's serious.\Is he getting ready for a debut as a hereditary politician?\Takizawa...\Hello?\I know.\Saki called earlier.\So you know more about what's going on here than I do. response:	Like with yesterday's missiles.
context: In other words, he's serious.\Is he getting ready for a debut as a hereditary politician?\Takizawa...\Hello?\I know.\Saki called earlier.\So you know more about what's going on here than I do.\Like with yesterday's missiles. response:	Yeah.
context: Is he getting ready for a debut as a hereditary politician?\Takizawa...\Hello?\I know.\Saki called earlier.\So you know more about what's going on here than I do.\Like with yesterday's missiles.\Yeah. response:	If XI hadn't taken it for me, it would've been game over.
context: Takizawa...\Hello?\I know.\Saki called earlier.\So you know more about what's going on here than I do.\Like with yesterday's missiles.\Yeah.\If XI hadn't taken it for me, it would've been game over. response:	But I can't just let this game end yet.
context: Hello?\I know.\Saki called earlier.\So you know more about what's going on here than I do.\Like with yesterday's missiles.\Yeah.\If XI hadn't taken it for me, it would've been game over.\But I can't just let this game end yet. response:	I want to save my Juiz somehow.
