context: Live till after noon! response:	Live TV till after noon!
context: Let's break through from the front and aim for a high score!\All right!\Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh?\Let's go, Sato!\All right! response:	Not yet.
context: All right!\Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh?\Let's go, Sato!\All right!\Not yet. response:	You can do it, Kirishima, Sato!
context: Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh?\Let's go, Sato!\All right!\Not yet.\You can do it, Kirishima, Sato! response:	They won't win at this rate.
context: For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh?\Let's go, Sato!\All right!\Not yet.\You can do it, Kirishima, Sato!\They won't win at this rate. response:	Kirishima and Sato's Quirks are amazing,
context: However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh?\Let's go, Sato!\All right!\Not yet.\You can do it, Kirishima, Sato!\They won't win at this rate.\Kirishima and Sato's Quirks are amazing, response:	but there's a limit to how long they can use them.
context: You came from the front after all, huh?\Let's go, Sato!\All right!\Not yet.\You can do it, Kirishima, Sato!\They won't win at this rate.\Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them. response:	On the other hand, I don't think Mr. Cementoss has that.
context: Let's go, Sato!\All right!\Not yet.\You can do it, Kirishima, Sato!\They won't win at this rate.\Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that. response:	The more time passes, the more of a disadvantage Kirishima and Sato will be at.
context: All right!\Not yet.\You can do it, Kirishima, Sato!\They won't win at this rate.\Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at. response:	No way...
context: Not yet.\You can do it, Kirishima, Sato!\They won't win at this rate.\Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way... response:	This practical exam is pitting students against teachers
context: You can do it, Kirishima, Sato!\They won't win at this rate.\Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way...\This practical exam is pitting students against teachers response:	they'd have a hard time with on purpose.
context: They won't win at this rate.\Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way...\This practical exam is pitting students against teachers\they'd have a hard time with on purpose. response:	I think the key will be how they deal with their weaknesses to pass.
context: Kirishima and Sato's Quirks are amazing,\but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way...\This practical exam is pitting students against teachers\they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass. response:	That's exactly right.
context: but there's a limit to how long they can use them.\On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way...\This practical exam is pitting students against teachers\they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass.\That's exactly right. response:	Before your own turns come around,
context: On the other hand, I don't think Mr. Cementoss has that.\The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way...\This practical exam is pitting students against teachers\they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass.\That's exactly right.\Before your own turns come around, response:	you should think carefully about your compatibility with the teacher you'll fight.
context: The more time passes, the more of a disadvantage Kirishima and Sato will be at.\No way...\This practical exam is pitting students against teachers\they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass.\That's exactly right.\Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight. response:	I knew it.
context: No way...\This practical exam is pitting students against teachers\they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass.\That's exactly right.\Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight.\I knew it. response:	This is never ending, man!
context: This practical exam is pitting students against teachers\they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass.\That's exactly right.\Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight.\I knew it.\This is never ending, man! response:	No matter how many I break, they just keep coming!
context: they'd have a hard time with on purpose.\I think the key will be how they deal with their weaknesses to pass.\That's exactly right.\Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight.\I knew it.\This is never ending, man!\No matter how many I break, they just keep coming! response:	I'm sleepy... I'm tired...
context: I think the key will be how they deal with their weaknesses to pass.\That's exactly right.\Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight.\I knew it.\This is never ending, man!\No matter how many I break, they just keep coming!\I'm sleepy... I'm tired... response:	Hey, keep trying!
context: That's exactly right.\Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight.\I knew it.\This is never ending, man!\No matter how many I break, they just keep coming!\I'm sleepy... I'm tired...\Hey, keep trying! response:	I'm sleepy...
context: Before your own turns come around,\you should think carefully about your compatibility with the teacher you'll fight.\I knew it.\This is never ending, man!\No matter how many I break, they just keep coming!\I'm sleepy... I'm tired...\Hey, keep trying!\I'm sleepy... response:	I-I'm running out of breath...
context: you should think carefully about your compatibility with the teacher you'll fight.\I knew it.\This is never ending, man!\No matter how many I break, they just keep coming!\I'm sleepy... I'm tired...\Hey, keep trying!\I'm sleepy...\I-I'm running out of breath... response:	You're both extremely weak in a war of attrition.
context: I knew it.\This is never ending, man!\No matter how many I break, they just keep coming!\I'm sleepy... I'm tired...\Hey, keep trying!\I'm sleepy...\I-I'm running out of breath...\You're both extremely weak in a war of attrition. response:	Listen, in a fight, you have to see just how much you can push the things you're good at.
context: This is never ending, man!\No matter how many I break, they just keep coming!\I'm sleepy... I'm tired...\Hey, keep trying!\I'm sleepy...\I-I'm running out of breath...\You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at. response:	Team Sato and Kirishima retires due to both members losing consciousness.
context: No matter how many I break, they just keep coming!\I'm sleepy... I'm tired...\Hey, keep trying!\I'm sleepy...\I-I'm running out of breath...\You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness. response:	Seriously?!
context: I'm sleepy... I'm tired...\Hey, keep trying!\I'm sleepy...\I-I'm running out of breath...\You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?! response:	That's...
context: Hey, keep trying!\I'm sleepy...\I-I'm running out of breath...\You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?!\That's... response:	Kirishima's...?
context: I'm sleepy...\I-I'm running out of breath...\You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?!\That's...\Kirishima's...? response:	Oh dear, it's only the first match, and I already have work?
context: I-I'm running out of breath...\You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?!\That's...\Kirishima's...?\Oh dear, it's only the first match, and I already have work? response:	No way...
context: You're both extremely weak in a war of attrition.\Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?!\That's...\Kirishima's...?\Oh dear, it's only the first match, and I already have work?\No way... response:	It was this one-sided?
context: Listen, in a fight, you have to see just how much you can push the things you're good at.\Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?!\That's...\Kirishima's...?\Oh dear, it's only the first match, and I already have work?\No way...\It was this one-sided? response:	Their Quirks were too ineffective against his.
context: Team Sato and Kirishima retires due to both members losing consciousness.\Seriously?!\That's...\Kirishima's...?\Oh dear, it's only the first match, and I already have work?\No way...\It was this one-sided?\Their Quirks were too ineffective against his. response:	This exam is much harder than what I imagined.
context: Seriously?!\That's...\Kirishima's...?\Oh dear, it's only the first match, and I already have work?\No way...\It was this one-sided?\Their Quirks were too ineffective against his.\This exam is much harder than what I imagined. response:	On top of that,
context: That's...\Kirishima's...?\Oh dear, it's only the first match, and I already have work?\No way...\It was this one-sided?\Their Quirks were too ineffective against his.\This exam is much harder than what I imagined.\On top of that, response:	Kacchan and I are up against...
context: Kirishima's...?\Oh dear, it's only the first match, and I already have work?\No way...\It was this one-sided?\Their Quirks were too ineffective against his.\This exam is much harder than what I imagined.\On top of that,\Kacchan and I are up against... response:	Practical Exam Location 2
context: Oh dear, it's only the first match, and I already have work?\No way...\It was this one-sided?\Their Quirks were too ineffective against his.\This exam is much harder than what I imagined.\On top of that,\Kacchan and I are up against...\Practical Exam Location 2 response:	We, the examinees, are starting from the middle of the stage, huh?
context: No way...\It was this one-sided?\Their Quirks were too ineffective against his.\This exam is much harder than what I imagined.\On top of that,\Kacchan and I are up against...\Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh? response:	In order to escape, we must pass through the designated gate, right?
context: It was this one-sided?\Their Quirks were too ineffective against his.\This exam is much harder than what I imagined.\On top of that,\Kacchan and I are up against...\Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right? response:	Which means, the teacher's probably waiting for us by the gate.
context: Their Quirks were too ineffective against his.\This exam is much harder than what I imagined.\On top of that,\Kacchan and I are up against...\Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate. response:	Team Asui and Tokoyami, practical exam.
context: This exam is much harder than what I imagined.\On top of that,\Kacchan and I are up against...\Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam. response:	Ready, go!
context: On top of that,\Kacchan and I are up against...\Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam.\Ready, go! response:	I forgot to tell you...
context: Kacchan and I are up against...\Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam.\Ready, go!\I forgot to tell you... response:	We teachers are also trying to crush you with everything we have.
context: Practical Exam Location 2\We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam.\Ready, go!\I forgot to tell you...\We teachers are also trying to crush you with everything we have. response:	Prepare...
context: We, the examinees, are starting from the middle of the stage, huh?\In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam.\Ready, go!\I forgot to tell you...\We teachers are also trying to crush you with everything we have.\Prepare... response:	It's the preview!
context: In order to escape, we must pass through the designated gate, right?\Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam.\Ready, go!\I forgot to tell you...\We teachers are also trying to crush you with everything we have.\Prepare...\It's the preview! response:	Preview
context: Which means, the teacher's probably waiting for us by the gate.\Team Asui and Tokoyami, practical exam.\Ready, go!\I forgot to tell you...\We teachers are also trying to crush you with everything we have.\Prepare...\It's the preview!\Preview response:	Asui and Tokoyami are up against Ectoplasm!
context: Team Asui and Tokoyami, practical exam.\Ready, go!\I forgot to tell you...\We teachers are also trying to crush you with everything we have.\Prepare...\It's the preview!\Preview\Asui and Tokoyami are up against Ectoplasm! response:	And Todoroki and Yaoyorozu are up against Mr. Aizawa?!
context: Ready, go!\I forgot to tell you...\We teachers are also trying to crush you with everything we have.\Prepare...\It's the preview!\Preview\Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?! response:	The match has been decided before it even started, huh?
context: I forgot to tell you...\We teachers are also trying to crush you with everything we have.\Prepare...\It's the preview!\Preview\Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh? response:	Hurry up and finish it so we can get to my turn!
context: We teachers are also trying to crush you with everything we have.\Prepare...\It's the preview!\Preview\Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn! response:	Aoyama, before that, there's still Iida and Ojiro's exam...
context: Prepare...\It's the preview!\Preview\Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam... response:	That should be finished quickly, as well.
context: It's the preview!\Preview\Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam...\That should be finished quickly, as well. response:	I can't do anything about it!
context: Preview\Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam...\That should be finished quickly, as well.\I can't do anything about it! response:	Next time, Yaoyorozu: Rising.
context: Asui and Tokoyami are up against Ectoplasm!\And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam...\That should be finished quickly, as well.\I can't do anything about it!\Next time, Yaoyorozu: Rising. response:	I'll say something shocking in the last scene, so look forward to it.
context: And Todoroki and Yaoyorozu are up against Mr. Aizawa?!\The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam...\That should be finished quickly, as well.\I can't do anything about it!\Next time, Yaoyorozu: Rising.\I'll say something shocking in the last scene, so look forward to it. response:	Go beyond!
context: The match has been decided before it even started, huh?\Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam...\That should be finished quickly, as well.\I can't do anything about it!\Next time, Yaoyorozu: Rising.\I'll say something shocking in the last scene, so look forward to it.\Go beyond! response:	Next time: Yaoyorozu: Rising
context: Hurry up and finish it so we can get to my turn!\Aoyama, before that, there's still Iida and Ojiro's exam...\That should be finished quickly, as well.\I can't do anything about it!\Next time, Yaoyorozu: Rising.\I'll say something shocking in the last scene, so look forward to it.\Go beyond!\Next time: Yaoyorozu: Rising response:	Plus Ultra!
