context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: It's simple once you get the hang of it.\Really? Teach me!\I wonder if that was a bird.\Next time, let's go check it out together!\O-okay...\Wow!\Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending. response:	Huh?
context: Really? Teach me!\I wonder if that was a bird.\Next time, let's go check it out together!\O-okay...\Wow!\Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh? response:	Nanachi, come with me!
context: I wonder if that was a bird.\Next time, let's go check it out together!\O-okay...\Wow!\Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh?\Nanachi, come with me! response:	Whoa...
context: Next time, let's go check it out together!\O-okay...\Wow!\Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh?\Nanachi, come with me!\Whoa... response:	It's beautiful...
context: O-okay...\Wow!\Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh?\Nanachi, come with me!\Whoa...\It's beautiful... response:	It'll be alright!
context: Wow!\Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh?\Nanachi, come with me!\Whoa...\It's beautiful...\It'll be alright! response:	Y-yeah...
context: Please be careful...\If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh?\Nanachi, come with me!\Whoa...\It's beautiful...\It'll be alright!\Y-yeah... response:	Now, everyone, let me show you to your room.
context: If you climb more than 10 meters, you'll be hit with the strains of ascending.\Huh?\Nanachi, come with me!\Whoa...\It's beautiful...\It'll be alright!\Y-yeah...\Now, everyone, let me show you to your room. response:	Hey, so what's the Abyssal Faith?
context: Huh?\Nanachi, come with me!\Whoa...\It's beautiful...\It'll be alright!\Y-yeah...\Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith? response:	Hmm... To put in a nutshell...
context: Nanachi, come with me!\Whoa...\It's beautiful...\It'll be alright!\Y-yeah...\Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell... response:	When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,
context: Whoa...\It's beautiful...\It'll be alright!\Y-yeah...\Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet, response:	and then the soul changes form and departs on a journey to someone who has wished for life...
context: It's beautiful...\It'll be alright!\Y-yeah...\Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life... response:	Or something like that...
context: It'll be alright!\Y-yeah...\Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life...\Or something like that... response:	This very pit, the bottom of which is still unknown, replaces God.
context: Y-yeah...\Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life...\Or something like that...\This very pit, the bottom of which is still unknown, replaces God. response:	Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.
context: Now, everyone, let me show you to your room.\Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life...\Or something like that...\This very pit, the bottom of which is still unknown, replaces God.\Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on. response:	Wow...
context: Hey, so what's the Abyssal Faith?\Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life...\Or something like that...\This very pit, the bottom of which is still unknown, replaces God.\Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.\Wow... response:	Nanachi, you're pretty amazing!
context: Hmm... To put in a nutshell...\When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life...\Or something like that...\This very pit, the bottom of which is still unknown, replaces God.\Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.\Wow...\Nanachi, you're pretty amazing! response:	That's my partner for you! You're the brains of our team!
context: When a life is lost in the Abyss, the soul is said to return to the bottom of this planet,\and then the soul changes form and departs on a journey to someone who has wished for life...\Or something like that...\This very pit, the bottom of which is still unknown, replaces God.\Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.\Wow...\Nanachi, you're pretty amazing!\That's my partner for you! You're the brains of our team! response:	Hmm, I guess...
