context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: It never occurred to me to ask how she was doing.\About her child, or about Takumi...\Honestly speaking, I didn't want to know.\Although that was just me being jealous.\You haven't even touched your breakfast. Are you feeling sick?\No...\Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know. response:	But we've been so busy, I doubt he had time to sleep around.
context: About her child, or about Takumi...\Honestly speaking, I didn't want to know.\Although that was just me being jealous.\You haven't even touched your breakfast. Are you feeling sick?\No...\Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around. response:	He raced through his schedule for his fiancee, after all.
context: Honestly speaking, I didn't want to know.\Although that was just me being jealous.\You haven't even touched your breakfast. Are you feeling sick?\No...\Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all. response:	That's awful.
context: Although that was just me being jealous.\You haven't even touched your breakfast. Are you feeling sick?\No...\Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all.\That's awful. response:	Huh?
context: You haven't even touched your breakfast. Are you feeling sick?\No...\Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all.\That's awful.\Huh? response:	Well, that might be okay for his fiancee,
context: No...\Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all.\That's awful.\Huh?\Well, that might be okay for his fiancee, response:	but Stella has been Takumi's lover for a lot longer!
context: Hey, Mari. I wonder if Takumi met up with Stella.\Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all.\That's awful.\Huh?\Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer! response:	Ah, is that so?
context: Huh? I-I don't know.\But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all.\That's awful.\Huh?\Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer!\Ah, is that so? response:	She might've even been secretly dreaming of marrying Takumi some day.
context: But we've been so busy, I doubt he had time to sleep around.\He raced through his schedule for his fiancee, after all.\That's awful.\Huh?\Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer!\Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day. response:	I feel sorry for Stella.
context: He raced through his schedule for his fiancee, after all.\That's awful.\Huh?\Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer!\Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella. response:	SUBJECT: IT'S ME, SHIN
context: That's awful.\Huh?\Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer!\Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN response:	You sure are amazing, Reira.
context: Huh?\Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer!\Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira. response:	Huh?
context: Well, that might be okay for his fiancee,\but Stella has been Takumi's lover for a lot longer!\Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira.\Huh? response:	To be able to see things from so many different perspectives like that.
context: but Stella has been Takumi's lover for a lot longer!\Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira.\Huh?\To be able to see things from so many different perspectives like that. response:	I was only thinking of the feelings of Takumi's fiancee.
context: Ah, is that so?\She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira.\Huh?\To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee. response:	Someone who can sing songs
context: She might've even been secretly dreaming of marrying Takumi some day.\I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira.\Huh?\To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs response:	that captivate the general public sure is different.
context: I feel sorry for Stella.\SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira.\Huh?\To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs\that captivate the general public sure is different. response:	You overestimate me, Mari.
context: SUBJECT: IT'S ME, SHIN\You sure are amazing, Reira.\Huh?\To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs\that captivate the general public sure is different.\You overestimate me, Mari. response:	It's just a matter of whose feelings I can empathize with more.
context: You sure are amazing, Reira.\Huh?\To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs\that captivate the general public sure is different.\You overestimate me, Mari.\It's just a matter of whose feelings I can empathize with more. response:	I'm a selfish person who only thinks of herself.
context: Huh?\To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs\that captivate the general public sure is different.\You overestimate me, Mari.\It's just a matter of whose feelings I can empathize with more.\I'm a selfish person who only thinks of herself. response:	I have no idea how Stella really feels at all.
context: To be able to see things from so many different perspectives like that.\I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs\that captivate the general public sure is different.\You overestimate me, Mari.\It's just a matter of whose feelings I can empathize with more.\I'm a selfish person who only thinks of herself.\I have no idea how Stella really feels at all. response:	IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.
context: I was only thinking of the feelings of Takumi's fiancee.\Someone who can sing songs\that captivate the general public sure is different.\You overestimate me, Mari.\It's just a matter of whose feelings I can empathize with more.\I'm a selfish person who only thinks of herself.\I have no idea how Stella really feels at all.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. response:	IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. How are you, Reira? Are you getting enough rest in London?
context: Someone who can sing songs\that captivate the general public sure is different.\You overestimate me, Mari.\It's just a matter of whose feelings I can empathize with more.\I'm a selfish person who only thinks of herself.\I have no idea how Stella really feels at all.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. How are you, Reira? Are you getting enough rest in London? response:	IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.
