context: The Third Plate response:	Sixteen
context: The bear's smelliness has now been dealt with, Yukihira-chin.\Yup!\Now, I have to figure out how to draw out the good flavors of bear meat.\If I can keep going, I bet I can win against Hayama.\Chief!\Hayama Akira's here!\Hey, Yukihira.\How's the recipe testing going? response:	What an elegant and deep fragrance.
context: Yup!\Now, I have to figure out how to draw out the good flavors of bear meat.\If I can keep going, I bet I can win against Hayama.\Chief!\Hayama Akira's here!\Hey, Yukihira.\How's the recipe testing going?\What an elegant and deep fragrance. response:	Amid the pungent spiciness, there's a sweet-sour note.
context: Now, I have to figure out how to draw out the good flavors of bear meat.\If I can keep going, I bet I can win against Hayama.\Chief!\Hayama Akira's here!\Hey, Yukihira.\How's the recipe testing going?\What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note. response:	There's even a complex interweaving of astringency throughout.
context: If I can keep going, I bet I can win against Hayama.\Chief!\Hayama Akira's here!\Hey, Yukihira.\How's the recipe testing going?\What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout. response:	Just by smelling it, you can feel a rising heat from deep within.
context: Chief!\Hayama Akira's here!\Hey, Yukihira.\How's the recipe testing going?\What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within. response:	This is...
context: Hayama Akira's here!\Hey, Yukihira.\How's the recipe testing going?\What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within.\This is... response:	Kay-what?
context: Hey, Yukihira.\How's the recipe testing going?\What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within.\This is...\Kay-what? response:	A spice mix used in Cajun cuisine,
context: How's the recipe testing going?\What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within.\This is...\Kay-what?\A spice mix used in Cajun cuisine, response:	which is based in the southern United States, around New Orleans!
context: What an elegant and deep fragrance.\Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within.\This is...\Kay-what?\A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans! response:	But in his hands, the mix is utterly transformed!
context: Amid the pungent spiciness, there's a sweet-sour note.\There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within.\This is...\Kay-what?\A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed! response:	What a deep, strong fragrance it has!
context: There's even a complex interweaving of astringency throughout.\Just by smelling it, you can feel a rising heat from deep within.\This is...\Kay-what?\A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has! response:	You're testing out schisandra berries, aren't you?
context: Just by smelling it, you can feel a rising heat from deep within.\This is...\Kay-what?\A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you? response:	He figured it out just from the residual smell?
context: This is...\Kay-what?\A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell? response:	Sorry I figured out your strategy.
context: Kay-what?\A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell?\Sorry I figured out your strategy. response:	Well, you did barge into my kitchen, so it's tit for tat.
context: A spice mix used in Cajun cuisine,\which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell?\Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat. response:	And how was Yukihira's test recipe?
context: which is based in the southern United States, around New Orleans!\But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell?\Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe? response:	Did it make better use of the bear's smelliness than mine?
context: But in his hands, the mix is utterly transformed!\What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell?\Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine? response:	I guess it was hardly necessary to ask.
context: What a deep, strong fragrance it has!\You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell?\Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask. response:	Improvised knowledge and ideas won't lead you to victory against me.
context: You're testing out schisandra berries, aren't you?\He figured it out just from the residual smell?\Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me. response:	You've already lost to me twice.
context: He figured it out just from the residual smell?\Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice. response:	Hayama Akira
context: Sorry I figured out your strategy.\Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice.\Hayama Akira response:	You know this, Yukihira.
context: Well, you did barge into my kitchen, so it's tit for tat.\And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice.\Hayama Akira\You know this, Yukihira. response:	You will lose a third time, too
context: And how was Yukihira's test recipe?\Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice.\Hayama Akira\You know this, Yukihira.\You will lose a third time, too response:	An even worse defeat than before.
context: Did it make better use of the bear's smelliness than mine?\I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice.\Hayama Akira\You know this, Yukihira.\You will lose a third time, too\An even worse defeat than before. response:	So warm!
context: I guess it was hardly necessary to ask.\Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice.\Hayama Akira\You know this, Yukihira.\You will lose a third time, too\An even worse defeat than before.\So warm! response:	I'm really looking forward to the advancement exam.
context: Improvised knowledge and ideas won't lead you to victory against me.\You've already lost to me twice.\Hayama Akira\You know this, Yukihira.\You will lose a third time, too\An even worse defeat than before.\So warm!\I'm really looking forward to the advancement exam. response:	Totsuki
context: You've already lost to me twice.\Hayama Akira\You know this, Yukihira.\You will lose a third time, too\An even worse defeat than before.\So warm!\I'm really looking forward to the advancement exam.\Totsuki response:	Food Wars
context: Hayama Akira\You know this, Yukihira.\You will lose a third time, too\An even worse defeat than before.\So warm!\I'm really looking forward to the advancement exam.\Totsuki\Food Wars response:	The Third Plate
context: You know this, Yukihira.\You will lose a third time, too\An even worse defeat than before.\So warm!\I'm really looking forward to the advancement exam.\Totsuki\Food Wars\The Third Plate response:	Next Episode The Umami Tightrope
context: You will lose a third time, too\An even worse defeat than before.\So warm!\I'm really looking forward to the advancement exam.\Totsuki\Food Wars\The Third Plate\Next Episode The Umami Tightrope response:	This battle's going to get rather shaky, so please hold on tight!
