context: Hang in there! response:	Reach out your hand!
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight. response:	This is only making it worse.
context: Growl\Growl\Growl\Growl\Growl\Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse. response:	If indulgence is thy wish, thou art free to do so.
context: Growl\Growl\Growl\Growl\Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse.\If indulgence is thy wish, thou art free to do so. response:	And the exit to the surface, was it?
context: Growl\Growl\Growl\Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse.\If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it? response:	If thou wishes to know, I do not mind guiding thee.
context: Growl\Growl\Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse.\If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee. response:	However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.
context: Growl\Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse.\If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth. response:	Kirihito!
context: Growl\I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse.\If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito! response:	Wh-Why?
context: I doubt thou can partake as it is of the Netherworld, but thou may still enjoy the sight.\This is only making it worse.\If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito!\Wh-Why? response:	Because he possesses the body of a dead man.
context: This is only making it worse.\If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito!\Wh-Why?\Because he possesses the body of a dead man. response:	What?
context: If indulgence is thy wish, thou art free to do so.\And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito!\Wh-Why?\Because he possesses the body of a dead man.\What? response:	He is human, and yet he is no longer human.
context: And the exit to the surface, was it?\If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito!\Wh-Why?\Because he possesses the body of a dead man.\What?\He is human, and yet he is no longer human. response:	A spiritual being resides within that dead man's body.
context: If thou wishes to know, I do not mind guiding thee.\However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito!\Wh-Why?\Because he possesses the body of a dead man.\What?\He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body. response:	Did thou truly not notice, human god?
context: However, I am afraid thy companion shall not make the trip. He is forbidden to leave my kingdom henceforth.\Kirihito!\Wh-Why?\Because he possesses the body of a dead man.\What?\He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body.\Did thou truly not notice, human god? response:	Even if that's true,
context: Kirihito!\Wh-Why?\Because he possesses the body of a dead man.\What?\He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body.\Did thou truly not notice, human god?\Even if that's true, response:	I can't leave him behind without hearing his side.
context: Wh-Why?\Because he possesses the body of a dead man.\What?\He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body.\Did thou truly not notice, human god?\Even if that's true,\I can't leave him behind without hearing his side. response:	Please return him to me.
context: Because he possesses the body of a dead man.\What?\He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body.\Did thou truly not notice, human god?\Even if that's true,\I can't leave him behind without hearing his side.\Please return him to me. response:	I'm sure he has his reasons.
context: What?\He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body.\Did thou truly not notice, human god?\Even if that's true,\I can't leave him behind without hearing his side.\Please return him to me.\I'm sure he has his reasons. response:	His reasons are of no consequence.
context: He is human, and yet he is no longer human.\A spiritual being resides within that dead man's body.\Did thou truly not notice, human god?\Even if that's true,\I can't leave him behind without hearing his side.\Please return him to me.\I'm sure he has his reasons.\His reasons are of no consequence. response:	I cannot allow the dead to leave the Netherworld.
context: A spiritual being resides within that dead man's body.\Did thou truly not notice, human god?\Even if that's true,\I can't leave him behind without hearing his side.\Please return him to me.\I'm sure he has his reasons.\His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld. response:	My word is final.
context: Did thou truly not notice, human god?\Even if that's true,\I can't leave him behind without hearing his side.\Please return him to me.\I'm sure he has his reasons.\His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld.\My word is final. response:	This is a matter of what is just. It is not a matter of feelings.
context: Even if that's true,\I can't leave him behind without hearing his side.\Please return him to me.\I'm sure he has his reasons.\His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld.\My word is final.\This is a matter of what is just. It is not a matter of feelings. response:	He is not one who should be unleashed upon the surface.
context: I can't leave him behind without hearing his side.\Please return him to me.\I'm sure he has his reasons.\His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld.\My word is final.\This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface. response:	Surely, thou must understand as well.
context: Please return him to me.\I'm sure he has his reasons.\His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld.\My word is final.\This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface.\Surely, thou must understand as well. response:	I see.
context: I'm sure he has his reasons.\His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld.\My word is final.\This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface.\Surely, thou must understand as well.\I see. response:	Return to the surface.
context: His reasons are of no consequence.\I cannot allow the dead to leave the Netherworld.\My word is final.\This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface.\Surely, thou must understand as well.\I see.\Return to the surface. response:	It seems that thou art still not a full-fledged god.
context: I cannot allow the dead to leave the Netherworld.\My word is final.\This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface.\Surely, thou must understand as well.\I see.\Return to the surface.\It seems that thou art still not a full-fledged god. response:	Her reasoning is sound.
context: My word is final.\This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface.\Surely, thou must understand as well.\I see.\Return to the surface.\It seems that thou art still not a full-fledged god.\Her reasoning is sound. response:	I can't argue with her.
context: This is a matter of what is just. It is not a matter of feelings.\He is not one who should be unleashed upon the surface.\Surely, thou must understand as well.\I see.\Return to the surface.\It seems that thou art still not a full-fledged god.\Her reasoning is sound.\I can't argue with her. response:	Even so... I must...
context: He is not one who should be unleashed upon the surface.\Surely, thou must understand as well.\I see.\Return to the surface.\It seems that thou art still not a full-fledged god.\Her reasoning is sound.\I can't argue with her.\Even so... I must... response:	There's no way I'm going to back down without getting to the bottom of this.
context: Surely, thou must understand as well.\I see.\Return to the surface.\It seems that thou art still not a full-fledged god.\Her reasoning is sound.\I can't argue with her.\Even so... I must...\There's no way I'm going to back down without getting to the bottom of this. response:	Izanami.
context: I see.\Return to the surface.\It seems that thou art still not a full-fledged god.\Her reasoning is sound.\I can't argue with her.\Even so... I must...\There's no way I'm going to back down without getting to the bottom of this.\Izanami. response:	Oh, my word...
context: Return to the surface.\It seems that thou art still not a full-fledged god.\Her reasoning is sound.\I can't argue with her.\Even so... I must...\There's no way I'm going to back down without getting to the bottom of this.\Izanami.\Oh, my word... response:	Now I'm a denizen of the Netherworld too.
